"REF_DATE","GEO","DGUID","Sales taxes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Ontario","2016A000235","Excluding sales taxes","Household final consumption expenditure","Dollars","81","millions","6","v99923643","7.1.1","544982.4","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","26904.7","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","28498.3","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","30143.7","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","31014.8","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","31932.7","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","33288.6","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","34353.4","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","35838.3","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","37717.0","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","38966.8","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","40315.0","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","42409.6","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","43771.0","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","48282.4","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","49551.3","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99923644","7.1.2","52078.9","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","24034.6","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","25521.7","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","26980.2","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","27741.8","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","28674.0","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","29886.2","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","30979.6","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","32418.7","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","34173.1","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","35420.1","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","36643.2","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","38501.3","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","39805.3","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","43885.6","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","44822.0","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Food","Dollars","81","millions","6","v99923645","7.1.3","47172.0","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","2870.1","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","2976.6","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3163.5","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3273.0","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3258.8","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3402.4","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3373.8","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3419.6","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3543.9","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3546.7","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3671.8","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3908.3","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","3965.7","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","4396.8","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","4729.3","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99923646","7.1.4","4906.9","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","11339.3","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","11384.7","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","11311.9","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","11883.7","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","12183.7","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","12596.5","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","12639.8","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","13016.8","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","13389.8","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","13869.0","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","14138.6","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","14911.8","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","15038.7","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","15829.1","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","16611.1","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99923647","7.1.5","16914.5","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5061.3","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5213.3","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5279.1","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5459.9","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5628.1","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5836.6","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","5932.5","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","6151.0","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","6439.0","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","6756.5","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","7038.9","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","7379.6","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","7525.2","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","8220.8","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","8300.1","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99923648","7.1.6","8319.3","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4095.2","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4008.3","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","3964.2","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4384.3","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4436.4","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4527.7","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4347.6","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4499.2","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4633.5","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","4898.1","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5090.4","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5471.4","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5552.5","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5556.0","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5715.5","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99923649","7.1.7","5786.9","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","","..","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","29.2","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","293.3","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","728.0","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","1440.8","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009639","7.1.113","1817.0","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2182.8","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2163.1","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2068.6","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2039.5","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2119.2","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2232.2","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2359.7","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2366.6","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2317.2","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2214.5","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2009.3","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","2031.7","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","1667.8","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","1324.2","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","1154.7","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009640","7.1.114","991.3","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","12828.8","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","12961.4","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","12627.0","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","13258.7","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","13674.2","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","13815.5","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","14286.2","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","14994.9","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","15986.6","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","16332.9","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","17253.2","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","17659.9","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","18247.8","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","13896.0","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","15496.7","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99923650","7.1.8","19765.1","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1224.9","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1215.8","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1168.9","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1209.5","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1246.5","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1245.5","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1281.7","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1371.9","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1445.6","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1528.0","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1554.0","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1601.9","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1705.1","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1346.3","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","1561.7","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99923651","7.1.9","2039.6","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9224.2","","","","1"
"2008","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9345.9","","","","1"
"2009","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9055.0","","","","1"
"2010","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9581.1","","","","1"
"2011","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9837.9","","","","1"
"2012","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9946.2","","","","1"
"2013","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","10252.9","","","","1"
"2014","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","10700.2","","","","1"
"2015","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","11385.2","","","","1"
"2016","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","11538.8","","","","1"
"2017","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","12259.8","","","","1"
"2018","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","12591.3","","","","1"
"2019","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","13061.4","","","","1"
"2020","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","9928.3","","","","1"
"2021","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","11156.3","","","","1"
"2022","Ontario","2016A000235","Excluding sales taxes","Garments","Dollars","81","millions","6","v99923652","7.1.10","14302.3","","","","1"
"2007","Ontario","2016A000235","Excluding sales taxes","Cleaning of clothing","Dollars","81","millions","6","v99923653","7.1.11","667.1","","","","1"
