date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-05-01,9.1,1.87,30,"1993-05-01 2022-05-01",84.13,5.77,30,"1993-05-01 2022-05-01",19.54,2.1,30,"1993-05-01 2022-05-01",24.6,2.38,30,"1993-05-01 2022-05-01",2.37,2.03,30,"1993-05-01 2022-05-01",42.58,5.71,30,"1993-05-01 2022-05-01",7.48,1.46,30,"1993-05-01 2022-05-01",4.37,1.04,30,"1993-05-01 2022-05-01",75.16,33.45,30,"1993-05-01 2022-05-01",74.77,33.39,30,"1993-05-01 2022-05-01",0.21,0.84,30,"1993-05-01 2022-05-01",0,0,30,"1993-05-01 2022-05-01",625706,75874.26,7,"2016-05-01 2022-05-01"
2023-04-01,1.74,1.66,30,"1993-04-01 2022-04-01",81.56,5.47,30,"1993-04-01 2022-04-01",11.37,1.87,30,"1993-04-01 2022-04-01",27.27,2.82,30,"1993-04-01 2022-04-01",-5.51,1.87,30,"1993-04-01 2022-04-01",41.58,4.58,30,"1993-04-01 2022-04-01",0.42,1.35,30,"1993-04-01 2022-04-01",5.66,1.36,30,"1993-04-01 2022-04-01",80.7,36.62,30,"1993-04-01 2022-04-01",70.54,36.3,30,"1993-04-01 2022-04-01",10.65,10.16,30,"1993-04-01 2022-04-01",1.3,1.73,30,"1993-04-01 2022-04-01",484258,57523.7,7,"2016-04-01 2022-04-01"
2023-03-01,-3.98,1.99,30,"1993-03-01 2022-03-01",82.88,4.98,30,"1993-03-01 2022-03-01",2.65,2.53,30,"1993-03-01 2022-03-01",26.18,2.45,30,"1993-03-01 2022-03-01",-11.74,2.38,30,"1993-03-01 2022-03-01",49.44,4.6,30,"1993-03-01 2022-03-01",-6.95,2.4,30,"1993-03-01 2022-03-01",5.61,1.31,30,"1993-03-01 2022-03-01",62.36,26.5,30,"1993-03-01 2022-03-01",33.07,20.97,30,"1993-03-01 2022-03-01",37.52,27.47,30,"1993-03-01 2022-03-01",20.3,18.87,30,"1993-03-01 2022-03-01",365146,113595.15,8,"2015-03-01 2022-03-01"
2023-02-01,-8.49,2.92,30,"1993-02-01 2022-02-01",84.09,6.11,30,"1993-02-01 2022-02-01",-3.56,2.54,30,"1993-02-01 2022-02-01",26.11,2.76,30,"1993-02-01 2022-02-01",-17.14,3.32,30,"1993-02-01 2022-02-01",55.38,4.96,30,"1993-02-01 2022-02-01",-13.22,2.82,30,"1993-02-01 2022-02-01",5.05,1.42,30,"1993-02-01 2022-02-01",51.62,19.75,30,"1993-02-01 2022-02-01",16,15.69,30,"1993-02-01 2022-02-01",49.75,21.36,30,"1993-02-01 2022-02-01",30.1,16.22,30,"1993-02-01 2022-02-01",249102,20278.46,8,"2015-02-01 2022-02-01"
2023-01-01,-9.2,3.38,30,"1993-01-01 2022-01-01",85.75,5.89,30,"1993-01-01 2022-01-01",-5.51,2.84,30,"1993-01-01 2022-01-01",26.08,2.2,30,"1993-01-01 2022-01-01",-17.77,4.29,30,"1993-01-01 2022-01-01",62.33,6.16,30,"1993-01-01 2022-01-01",-14.46,3.62,30,"1993-01-01 2022-01-01",5.07,1.28,30,"1993-01-01 2022-01-01",65.61,30.87,30,"1993-01-01 2022-01-01",26.33,22.26,30,"1993-01-01 2022-01-01",56.87,17.92,30,"1993-01-01 2022-01-01",24.4,13.31,30,"1993-01-01 2022-01-01",170213,18666.93,8,"2015-01-01 2022-01-01"
2022-12-01,-4.81,2.6,30,"1992-12-01 2021-12-01",89.56,4.32,30,"1992-12-01 2021-12-01",-1.68,2.48,30,"1992-12-01 2021-12-01",25.26,2.43,30,"1992-12-01 2021-12-01",-12.14,3.01,30,"1992-12-01 2021-12-01",66.72,3.89,30,"1992-12-01 2021-12-01",-9.29,2.83,30,"1992-12-01 2021-12-01",4.95,1.29,30,"1992-12-01 2021-12-01",72.25,26.46,30,"1992-12-01 2021-12-01",34.24,20.5,30,"1992-12-01 2021-12-01",51.85,29.1,30,"1992-12-01 2021-12-01",12.5,13.32,30,"1992-12-01 2021-12-01",116350,14142.16,8,"2014-12-01 2021-12-01"
2022-11-01,1.1,1.98,30,"1992-11-01 2021-11-01",90.23,3.25,30,"1992-11-01 2021-11-01",5.65,2.19,30,"1992-11-01 2021-11-01",24.68,3.59,30,"1992-11-01 2021-11-01",-5.54,2.2,30,"1992-11-01 2021-11-01",61.03,4.1,30,"1992-11-01 2021-11-01",-2.65,2.04,30,"1992-11-01 2021-11-01",4.86,1.36,30,"1992-11-01 2021-11-01",70.99,22.86,30,"1992-11-01 2021-11-01",56.18,24.86,30,"1992-11-01 2021-11-01",19.4,21.1,30,"1992-11-01 2021-11-01",1.8,2.79,30,"1992-11-01 2021-11-01",158516,12493.49,8,"2014-11-01 2021-11-01"
2022-10-01,7.14,1.67,30,"1992-10-01 2021-10-01",91.59,3.94,30,"1992-10-01 2021-10-01",13.24,1.74,30,"1992-10-01 2021-10-01",23.74,2.66,30,"1992-10-01 2021-10-01",1.02,2.07,30,"1992-10-01 2021-10-01",56.58,4.01,30,"1992-10-01 2021-10-01",3.62,1.46,30,"1992-10-01 2021-10-01",4.66,1.23,30,"1992-10-01 2021-10-01",88.58,37.81,30,"1992-10-01 2021-10-01",86.08,39.93,30,"1992-10-01 2021-10-01",2.57,6.53,30,"1992-10-01 2021-10-01",0.1,0.31,30,"1992-10-01 2021-10-01",246517,34208.03,8,"2014-10-01 2021-10-01"
2022-09-01,13.69,1.23,30,"1992-09-01 2021-09-01",93.43,3.25,30,"1992-09-01 2021-09-01",21.21,1.62,30,"1992-09-01 2021-09-01",21.17,1.75,30,"1992-09-01 2021-09-01",7.94,1.47,30,"1992-09-01 2021-09-01",54.25,3.25,30,"1992-09-01 2021-09-01",9.75,1.37,30,"1992-09-01 2021-09-01",3.59,0.86,30,"1992-09-01 2021-09-01",86.71,34.66,30,"1992-09-01 2021-09-01",86.79,34.63,30,"1992-09-01 2021-09-01",0,0,30,"1992-09-01 2021-09-01",0,0,30,"1992-09-01 2021-09-01",432950,29428.47,8,"2014-09-01 2021-09-01"
2022-08-01,17,1.21,30,"1992-08-01 2021-08-01",92.33,4.13,30,"1992-08-01 2021-08-01",25.78,1.34,30,"1992-08-01 2021-08-01",20.4,1.88,30,"1992-08-01 2021-08-01",11.97,1.25,30,"1992-08-01 2021-08-01",50.88,3.83,30,"1992-08-01 2021-08-01",14.34,1.03,30,"1992-08-01 2021-08-01",3.17,1.01,30,"1992-08-01 2021-08-01",81.57,30.04,30,"1992-08-01 2021-08-01",81.57,30.04,30,"1992-08-01 2021-08-01",0,0,30,"1992-08-01 2021-08-01",0,0,30,"1992-08-01 2021-08-01",572269,19809.22,8,"2014-08-01 2021-08-01"
2022-07-01,17.37,1.31,30,"1992-07-01 2021-07-01",90.29,4.16,30,"1992-07-01 2021-07-01",26.85,1.85,30,"1992-07-01 2021-07-01",21.4,1.8,30,"1992-07-01 2021-07-01",12.36,1.19,30,"1992-07-01 2021-07-01",49.22,4.93,30,"1992-07-01 2021-07-01",15.33,1.06,30,"1992-07-01 2021-07-01",3.11,0.96,30,"1992-07-01 2021-07-01",96.07,55.84,30,"1992-07-01 2021-07-01",96.36,55.92,30,"1992-07-01 2021-07-01",0,0,30,"1992-07-01 2021-07-01",0,0,30,"1992-07-01 2021-07-01",605837,183592.41,8,"2014-07-01 2021-07-01"
2022-06-01,14.96,1.15,30,"1992-06-01 2021-06-01",88.91,4.13,30,"1992-06-01 2021-06-01",24.39,1.44,30,"1992-06-01 2021-06-01",22.19,2.36,30,"1992-06-01 2021-06-01",9.36,1.51,30,"1992-06-01 2021-06-01",48.35,5.38,30,"1992-06-01 2021-06-01",12.86,1.21,30,"1992-06-01 2021-06-01",3.57,1.21,30,"1992-06-01 2021-06-01",101.96,37.8,30,"1992-06-01 2021-06-01",101.79,37.58,30,"1992-06-01 2021-06-01",0,0,30,"1992-06-01 2021-06-01",0,0,30,"1992-06-01 2021-06-01",575233,174722.55,7,"2015-06-01 2021-06-01"
2022-05-01,9.04,1.88,30,"1992-05-01 2021-05-01",83.97,5.84,30,"1992-05-01 2021-05-01",19.46,2.05,30,"1992-05-01 2021-05-01",24.51,2.44,30,"1992-05-01 2021-05-01",2.29,2.05,30,"1992-05-01 2021-05-01",42.52,5.73,30,"1992-05-01 2021-05-01",7.44,1.46,30,"1992-05-01 2021-05-01",4.3,1.06,30,"1992-05-01 2021-05-01",74.24,33.38,30,"1992-05-01 2021-05-01",73.85,33.31,30,"1992-05-01 2021-05-01",0.21,0.84,30,"1992-05-01 2021-05-01",0,0,30,"1992-05-01 2021-05-01",619463,80271.56,6,"2016-05-01 2021-05-01"
2022-04-01,1.71,1.66,30,"1992-04-01 2021-04-01",81.45,5.46,30,"1992-04-01 2021-04-01",11.3,1.91,30,"1992-04-01 2021-04-01",27.07,2.83,30,"1992-04-01 2021-04-01",-5.5,1.87,30,"1992-04-01 2021-04-01",41.76,4.6,30,"1992-04-01 2021-04-01",0.43,1.35,30,"1992-04-01 2021-04-01",5.54,1.37,30,"1992-04-01 2021-04-01",79.63,36.99,30,"1992-04-01 2021-04-01",68.74,37.3,30,"1992-04-01 2021-04-01",11.24,10.49,30,"1992-04-01 2021-04-01",1.3,1.73,30,"1992-04-01 2021-04-01",485203,62082.45,6,"2016-04-01 2021-04-01"
2022-03-01,-4.16,2.05,30,"1992-03-01 2021-03-01",82.51,4.8,30,"1992-03-01 2021-03-01",2.5,2.62,30,"1992-03-01 2021-03-01",25.99,2.46,30,"1992-03-01 2021-03-01",-11.91,2.44,30,"1992-03-01 2021-03-01",49.43,4.58,30,"1992-03-01 2021-03-01",-7.09,2.49,30,"1992-03-01 2021-03-01",5.56,1.32,30,"1992-03-01 2021-03-01",63.68,27.22,30,"1992-03-01 2021-03-01",33.98,21.51,30,"1992-03-01 2021-03-01",37.95,27.52,30,"1992-03-01 2021-03-01",21,19.28,30,"1992-03-01 2021-03-01",363155,121307.7,7,"2015-03-01 2021-03-01"
2022-02-01,-8.53,2.91,30,"1992-02-01 2021-02-01",84.11,6.12,30,"1992-02-01 2021-02-01",-3.63,2.56,30,"1992-02-01 2021-02-01",25.99,2.71,30,"1992-02-01 2021-02-01",-17.12,3.32,30,"1992-02-01 2021-02-01",55.6,5.16,30,"1992-02-01 2021-02-01",-13.18,2.81,30,"1992-02-01 2021-02-01",4.94,1.42,30,"1992-02-01 2021-02-01",52.26,20.28,30,"1992-02-01 2021-02-01",15.58,15.67,30,"1992-02-01 2021-02-01",51.04,22.41,30,"1992-02-01 2021-02-01",30.8,16.68,30,"1992-02-01 2021-02-01",250372,21378.97,7,"2015-02-01 2021-02-01"
2022-01-01,-9.1,3.31,30,"1992-01-01 2021-01-01",85.79,5.88,30,"1992-01-01 2021-01-01",-5.46,2.8,30,"1992-01-01 2021-01-01",25.9,2.3,30,"1992-01-01 2021-01-01",-17.65,4.17,30,"1992-01-01 2021-01-01",62.56,6.12,30,"1992-01-01 2021-01-01",-14.3,3.45,30,"1992-01-01 2021-01-01",5.01,1.29,30,"1992-01-01 2021-01-01",66.69,30.53,30,"1992-01-01 2021-01-01",27.91,22.07,30,"1992-01-01 2021-01-01",56.03,18.18,30,"1992-01-01 2021-01-01",24.1,13.43,30,"1992-01-01 2021-01-01",165485,14812.07,7,"2015-01-01 2021-01-01"
2021-12-01,-4.9,2.6,30,"1991-12-01 2020-12-01",89.54,4.32,30,"1991-12-01 2020-12-01",-1.79,2.49,30,"1991-12-01 2020-12-01",25.12,2.3,30,"1991-12-01 2020-12-01",-12.27,3.07,30,"1991-12-01 2020-12-01",66.79,3.82,30,"1991-12-01 2020-12-01",-9.41,2.87,30,"1991-12-01 2020-12-01",4.87,1.34,30,"1991-12-01 2020-12-01",72.89,26.16,30,"1991-12-01 2020-12-01",33.8,20.82,30,"1991-12-01 2020-12-01",52.77,29.1,30,"1991-12-01 2020-12-01",12.9,13.25,30,"1991-12-01 2020-12-01",115360,14857.23,7,"2014-12-01 2020-12-01"
2021-11-01,1.1,1.98,30,"1991-11-01 2020-11-01",90.04,3.17,30,"1991-11-01 2020-11-01",5.64,2.19,30,"1991-11-01 2020-11-01",24.6,3.62,30,"1991-11-01 2020-11-01",-5.56,2.2,30,"1991-11-01 2020-11-01",61.02,4.11,30,"1991-11-01 2020-11-01",-2.61,2.03,30,"1991-11-01 2020-11-01",4.86,1.35,30,"1991-11-01 2020-11-01",70.45,23.38,30,"1991-11-01 2020-11-01",55.67,25.06,30,"1991-11-01 2020-11-01",19.38,21.11,30,"1991-11-01 2020-11-01",1.8,2.79,30,"1991-11-01 2020-11-01",154731,7988.46,7,"2014-11-01 2020-11-01"
2021-10-01,7.03,1.53,30,"1991-10-01 2020-10-01",91.45,3.84,30,"1991-10-01 2020-10-01",13.17,1.66,30,"1991-10-01 2020-10-01",23.72,2.69,30,"1991-10-01 2020-10-01",0.87,1.87,30,"1991-10-01 2020-10-01",56.24,3.73,30,"1991-10-01 2020-10-01",3.52,1.34,30,"1991-10-01 2020-10-01",4.6,1.22,30,"1991-10-01 2020-10-01",87.01,36.6,30,"1991-10-01 2020-10-01",84.5,38.69,30,"1991-10-01 2020-10-01",2.57,6.53,30,"1991-10-01 2020-10-01",0.1,0.31,30,"1991-10-01 2020-10-01",246620,36568.77,7,"2014-10-01 2020-10-01"
2021-09-01,13.58,1.33,30,"1991-09-01 2020-09-01",93.31,3.27,30,"1991-09-01 2020-09-01",21.11,1.69,30,"1991-09-01 2020-09-01",21.15,1.74,30,"1991-09-01 2020-09-01",7.8,1.56,30,"1991-09-01 2020-09-01",54.12,3.34,30,"1991-09-01 2020-09-01",9.67,1.42,30,"1991-09-01 2020-09-01",3.46,0.92,30,"1991-09-01 2020-09-01",84.79,34.42,30,"1991-09-01 2020-09-01",84.87,34.4,30,"1991-09-01 2020-09-01",0,0,30,"1991-09-01 2020-09-01",0,0,30,"1991-09-01 2020-09-01",435059,30889.38,7,"2014-09-01 2020-09-01"
2021-08-01,16.92,1.12,30,"1991-08-01 2020-08-01",92.23,4.1,30,"1991-08-01 2020-08-01",25.72,1.29,30,"1991-08-01 2020-08-01",20.44,1.89,30,"1991-08-01 2020-08-01",11.91,1.16,30,"1991-08-01 2020-08-01",50.79,3.83,30,"1991-08-01 2020-08-01",14.3,0.96,30,"1991-08-01 2020-08-01",3.17,1.02,30,"1991-08-01 2020-08-01",82.06,29.62,30,"1991-08-01 2020-08-01",82.06,29.62,30,"1991-08-01 2020-08-01",0,0,30,"1991-08-01 2020-08-01",0,0,30,"1991-08-01 2020-08-01",572855,21111.98,7,"2014-08-01 2020-08-01"
2021-07-01,17.34,1.32,30,"1991-07-01 2020-07-01",90.09,4.09,30,"1991-07-01 2020-07-01",26.93,1.82,30,"1991-07-01 2020-07-01",21.38,1.8,30,"1991-07-01 2020-07-01",12.32,1.23,30,"1991-07-01 2020-07-01",48.91,5.17,30,"1991-07-01 2020-07-01",15.38,1.04,30,"1991-07-01 2020-07-01",3.03,0.94,30,"1991-07-01 2020-07-01",94.23,56.45,30,"1991-07-01 2020-07-01",94.51,56.53,30,"1991-07-01 2020-07-01",0,0,30,"1991-07-01 2020-07-01",0,0,30,"1991-07-01 2020-07-01",614070,194882.09,7,"2014-07-01 2020-07-01"
2021-06-01,14.88,1.15,30,"1991-06-01 2020-06-01",88.66,4.39,30,"1991-06-01 2020-06-01",24.37,1.41,30,"1991-06-01 2020-06-01",22.05,2.27,30,"1991-06-01 2020-06-01",9.28,1.55,30,"1991-06-01 2020-06-01",48.19,5.61,30,"1991-06-01 2020-06-01",12.84,1.18,30,"1991-06-01 2020-06-01",3.54,1.18,30,"1991-06-01 2020-06-01",99.12,40.97,30,"1991-06-01 2020-06-01",98.95,40.75,30,"1991-06-01 2020-06-01",0,0,30,"1991-06-01 2020-06-01",0,0,30,"1991-06-01 2020-06-01",564891,186728.02,6,"2015-06-01 2020-06-01"
2021-05-01,9.16,1.91,30,"1991-05-01 2020-05-01",84.05,5.84,30,"1991-05-01 2020-05-01",19.53,2.09,30,"1991-05-01 2020-05-01",24.43,2.42,30,"1991-05-01 2020-05-01",2.43,2.06,30,"1991-05-01 2020-05-01",42.77,5.57,30,"1991-05-01 2020-05-01",7.55,1.51,30,"1991-05-01 2020-05-01",4.25,1.06,30,"1991-05-01 2020-05-01",76.18,31.43,30,"1991-05-01 2020-05-01",75.79,31.38,30,"1991-05-01 2020-05-01",0.21,0.84,30,"1991-05-01 2020-05-01",0,0,30,"1991-05-01 2020-05-01",608837,83992.75,5,"2016-05-01 2020-05-01"
2021-04-01,1.77,1.74,30,"1991-04-01 2020-04-01",81.62,5.51,30,"1991-04-01 2020-04-01",11.27,1.87,30,"1991-04-01 2020-04-01",26.93,2.91,30,"1991-04-01 2020-04-01",-5.44,1.95,30,"1991-04-01 2020-04-01",42.09,4.6,30,"1991-04-01 2020-04-01",0.47,1.4,30,"1991-04-01 2020-04-01",5.49,1.38,30,"1991-04-01 2020-04-01",81.92,37.93,30,"1991-04-01 2020-04-01",71.12,38.86,30,"1991-04-01 2020-04-01",11.06,10.63,30,"1991-04-01 2020-04-01",1.3,1.74,30,"1991-04-01 2020-04-01",478061,65719.39,5,"2016-04-01 2020-04-01"
2021-03-01,-4.19,2.04,30,"1991-03-01 2020-03-01",82.47,4.8,30,"1991-03-01 2020-03-01",2.41,2.56,30,"1991-03-01 2020-03-01",25.76,2.33,30,"1991-03-01 2020-03-01",-11.85,2.46,30,"1991-03-01 2020-03-01",49.84,4.41,30,"1991-03-01 2020-03-01",-7.03,2.51,30,"1991-03-01 2020-03-01",5.51,1.32,30,"1991-03-01 2020-03-01",64.35,27.4,30,"1991-03-01 2020-03-01",33.95,21.49,30,"1991-03-01 2020-03-01",38.49,27.06,30,"1991-03-01 2020-03-01",20.5,19.5,30,"1991-03-01 2020-03-01",348818,125416.12,6,"2015-03-01 2020-03-01"
2021-02-01,-8.42,2.97,30,"1991-02-01 2020-02-01",84.12,6.13,30,"1991-02-01 2020-02-01",-3.55,2.6,30,"1991-02-01 2020-02-01",25.97,2.72,30,"1991-02-01 2020-02-01",-17.09,3.33,30,"1991-02-01 2020-02-01",55.45,5.14,30,"1991-02-01 2020-02-01",-13.1,2.83,30,"1991-02-01 2020-02-01",4.87,1.45,30,"1991-02-01 2020-02-01",52.09,20.31,30,"1991-02-01 2020-02-01",16,15.44,30,"1991-02-01 2020-02-01",49.85,22.08,30,"1991-02-01 2020-02-01",30.2,16.85,30,"1991-02-01 2020-02-01",248716,22672.39,6,"2015-02-01 2020-02-01"
2021-01-01,-9.14,3.29,30,"1991-01-01 2020-01-01",85.73,5.84,30,"1991-01-01 2020-01-01",-5.5,2.79,30,"1991-01-01 2020-01-01",26.01,2.25,30,"1991-01-01 2020-01-01",-17.9,4.08,30,"1991-01-01 2020-01-01",62.08,5.98,30,"1991-01-01 2020-01-01",-14.48,3.38,30,"1991-01-01 2020-01-01",4.96,1.27,30,"1991-01-01 2020-01-01",67.4,29.91,30,"1991-01-01 2020-01-01",27.92,22.07,30,"1991-01-01 2020-01-01",56.6,18.22,30,"1991-01-01 2020-01-01",24.4,13.29,30,"1991-01-01 2020-01-01",163781,15351.11,6,"2015-01-01 2020-01-01"
