date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-03-11,9.2,3.17,2.19,-4.8,,-7,86,51.6,54.5,23,-3.8,-7.1,-7.7,-11.6,15,9.17,9.5,4,34,23,100.76,100.56,100.52,100.28,87.94,87.79,87.75,87.56,64400,34175,44250,24100,4.5,3.2,3.5,2.5,15.8,0,0,0,0,0,0,0,4,07:57:00,1710165420,7.95,19:36:00,1710207360,19.6,11.65,2,2,9,9,-3,-2,,,,,,7,5.2,4.5,2,,,,
2024-03-10,9.5,3.44,2.65,-4.2,,-7,69,47.8,48.5,28,-3.3,-7.1,-6.8,-10.4,30,13,17,4,45,14,100.45,100.26,100.25,100.05,87.7,87.54,87.54,87.38,64400,36017.4,40250,16100,3.6,2.9,3,2.5,15.3,0,0,0,0,0,0,0,5,07:59:00,1710079140,7.98,19:34:00,1710120840,19.57,11.58,2,2,8,8,-5,-2,,,,,,8,4.5,4,0,,,,
2024-03-09,10.2,4.17,4.3,-1.6,,-6,77,49,51,25,-3.8,-6.3,-6.8,-9.7,24,10.62,13,2,40,14,101.41,100.63,100.72,100.02,88.59,87.88,87.97,87.36,64400,36412.5,38650,12900,3.4,3.1,3.1,2.8,13.7,0,0,0,0,0,0,0,10,07:02:00,1709992920,7.03,18:32:00,1710034320,18.53,11.5,2,2,9,9,-6,-1,,,,,,8,6.6,4.5,1,,,,
2024-03-08,7.8,1.78,-1.05,-9.9,,-13,65,46.1,50,35,-5.3,-8.9,-9.6,-13.8,32,16.54,18,4,48,26,102.07,101.82,101.78,101.49,88.96,88.81,88.81,88.65,64400,39554.2,44250,24100,4.7,3.4,3.7,2.7,19.1,0,0,0,0,0,0,0,10,07:04:00,1709906640,7.07,18:31:00,1709947860,18.52,11.45,2,2,7,7,-1,-1,,,,,,8,6,4,0,,,,
2024-03-07,1.7,-7.2,-8.05,-17.8,,-23,86,54.6,55,24,-12.3,-15.9,-16,-19.7,15,8.88,9.5,4,,,102.23,102.02,102.03,101.83,88.99,88.75,88.76,88.53,64400,41233.3,44250,24100,5.1,3.9,4.2,3.2,26.1,0,0,0,0,0,0,0,16,07:06:00,1709820360,7.1,18:29:00,1709861340,18.48,11.38,2,2,-1,-1,-8,-7,,,,,,7,2.5,3.5,0,,,,
2024-03-06,-7.8,-12.47,-12.5,-17.2,,-21,86,77.8,73.5,61,-14,-15.7,-16.6,-19.3,16,8.04,8.5,1,36,13,101.95,101.85,101.84,101.73,88.59,88.53,88.52,88.46,64400,22912.5,34600,4800,4.5,3.4,3.6,2.8,30.5,0,0,0,0,0.6,0,0.6,16,07:08:00,1709734080,7.13,18:27:00,1709774820,18.45,11.32,2,2,-8,-8,-18,-15,,,,,,8,2.8,4,0,,,,
2024-03-05,-12,-16.89,-18.2,-24.4,,-30,81,74.4,69.5,58,-16.2,-20.5,-21.7,-27.2,14,7.08,7.5,1,,,102.05,101.95,101.97,101.88,88.57,88.47,88.49,88.41,64400,19008.3,33200,2000,3.4,3,2.9,2.4,36.2,0,0,0,0,2.5,0,2.7,16,07:10:00,1709647800,7.17,18:26:00,1709688360,18.43,11.27,1,1,-13,-13,-18,-17,,,,,,8,6.5,5.5,3,,,,
2024-03-04,-17.7,-19.58,-19.6,-21.5,,-32,79,67,66,53,-22.2,-24.3,-23.9,-25.7,20,12.83,12,4,27,14,102.1,101.97,101.97,101.84,88.58,88.46,88.47,88.35,24100,14475,14450,4800,3.2,2.5,2.7,2.2,37.6,0,0,0,0,0,0,0,16,07:13:00,1709561580,7.22,18:24:00,1709601840,18.4,11.18,1,1,-18,-18,-25,-24,,,,,,8,6.3,5,2,,,,
2024-03-03,-16.1,-19.13,-20.5,-24.9,,-31,81,70.9,70.5,60,-21.5,-23.2,-24.7,-27.9,27,14.92,15.5,4,41,2,101.93,101.65,101.67,101.41,88.44,88.18,88.2,87.96,24100,16362.5,14450,4800,3.1,2.6,2.6,2.2,38.5,0,0,0,0,0,0,0,16,07:15:00,1709475300,7.25,18:22:00,1709515320,18.37,11.12,1,1,-15,-15,-24,-23,,,,,,8,6.1,5,2,,,,
2024-03-02,-13.1,-17.16,-16.7,-20.3,,-30,88,80.3,81.5,75,-14.9,-19.8,-19.4,-23.9,36,18.92,22,8,45,2,101.46,101.29,101.33,101.2,88.05,87.97,87.97,87.89,12900,4504.2,6550,200,2.6,2.4,2.5,2.3,34.7,0,0,0,0,12.4,0,18,8,07:17:00,1709389020,7.28,18:21:00,1709428860,18.35,11.07,,,-17,-16,-20,-19,,,,,,8,7.6,6.5,5,,,,
2024-03-01,-9.1,-12.38,-11.35,-13.6,,-23,89,83,84,79,-13.2,-14.7,-14.8,-16.3,28,20.54,19,10,37,10,101.29,101.01,100.87,100.44,88.03,87.83,87.73,87.43,12900,5291.7,7050,1200,2.6,2.5,2.5,2.3,29.4,0,0,0,0,2.4,0,4,5,07:19:00,1709302740,7.32,18:19:00,1709342340,18.32,11,1,1,-10,-10,-17,-16,,,,,,8,7.8,6.5,5,,,,
2024-02-29,9.9,-1.73,-0.39,-10.7,,-20,87,67.6,67,47,-1.3,-7.3,-7.3,-13.4,48,24.38,28.5,9,76,2,100.12,99.33,99.46,98.8,87.33,86.65,86.81,86.29,24100,18225,12850,1600,2.8,2.3,2.5,2.1,18.4,0,0,0,0,1.7,0,2,1,07:21:00,1709216460,7.35,18:17:00,1709255820,18.28,10.93,2,2,-1,10,-16,-12,,,,,,8,5.8,4.5,1,,,,
2024-02-28,2.9,-8.35,-8.25,-19.4,,-31,80,68.1,65.5,51,-6,-13.4,-14.3,-22.6,27,13.88,17,7,35,16,101.32,100.42,100.41,99.5,87.91,87.28,87.32,86.72,48300,26741.7,31400,14500,3.8,3.1,3.1,2.4,26.2,0,0,0,0,0,0,0,2,07:23:00,1709130180,7.38,18:15:00,1709169300,18.25,10.87,1,1,7,7,-20,3,,,,,,8,6.1,4.5,1,,,,
2024-02-27,-17.2,-20.06,-19.79,-22.4,,-34,77,69.4,68,59,-22.4,-24.4,-24.1,-25.7,26,18.79,18,10,39,15,102.4,102.14,101.94,101.49,88.8,88.58,88.43,88.06,24100,13925,12850,1600,2.5,2.4,2.4,2.2,37.8,0,0,0,0,1.6,0,1.8,2,07:25:00,1709043900,7.42,18:14:00,1709082840,18.23,10.82,1,1,-16,-16,-21,-20,,,,,,7,4,4,1,,,,
2024-02-26,-3.9,-15.9,-12.45,-21,,-32,91,74.5,77.5,64,-5.2,-19.5,-14.7,-24.1,52,27.08,32,12,68,36,102.16,101.19,100.72,99.28,88.64,87.99,87.58,86.52,24100,8791.7,13050,2000,2.5,2.2,2.2,1.9,30.4,0,0,0,0,1.4,0,2.1,0,07:27:00,1708957620,7.45,18:12:00,1708996320,18.2,10.75,,,-16,-14,-21,-21,,,,,,8,5.8,5,2,,,,
2024-02-25,4.8,-2.63,-1.4,-7.6,,-14,98,74.8,78,58,-2.4,-6.6,-6,-9.6,35,17.33,21.5,8,50,22,100.74,99.72,99.76,98.78,87.78,86.9,86.95,86.13,24100,18283.3,12550,1000,2.6,2.3,2.3,2,19.4,0,0,0,0,0,0,0,0,07:30:00,1708871400,7.5,18:10:00,1708909800,18.17,10.67,1,1,6,6,-14,-8,,,,,,8,6.4,5,2,,,,
2024-02-24,4.8,-2.04,0.14,-4.5,,-12,83,67.2,61.5,40,-4.5,-7.7,-7,-9.5,36,18.54,21.5,7,57,2,101.19,100.87,100.86,100.52,88.27,88.01,88,87.74,24100,16654.2,12650,1200,3,2.6,2.6,2.3,17.9,0,0,0,0,1,0,1,0,07:32:00,1708785120,7.53,18:08:00,1708823280,18.13,10.6,1,1,-2,0,-8,-5,,,,,,8,7.1,4.5,1,,,,
2024-02-23,10.9,6.69,7.6,4.3,,,38,30.8,29.5,21,-8.3,-9.6,-9.7,-11,46,21.58,24.5,3,68,28,101.76,101.2,101.19,100.62,88.95,88.44,88.44,87.94,64400,38891.7,40250,16100,3.1,2.6,2.8,2.4,10.4,0,2.6,0.6,0,0,0,0,0,07:34:00,1708698840,7.57,18:07:00,1708736820,18.12,10.55,1,1,10,10,-3,-2,,,,,,8,4.8,4.5,1,,,,
2024-02-22,10.4,4.2,3.3,-3.8,,-6,68,44,48.5,29,-6.6,-7.6,-7.6,-8.6,30,13.62,15.5,1,43,27,101.94,101.82,101.83,101.72,88.96,88.9,88.87,88.78,64400,40225,44250,24100,3.8,3,3.1,2.5,14.7,0,0,0,0,0,0,0,1,07:36:00,1708612560,7.6,18:05:00,1708650300,18.08,10.48,1,1,7,7,0,2,,,,,,8,4,4,0,,,,
2024-02-21,5.3,0.7,0.19,-4.9,,-9,77,61.6,59,41,-3.9,-6.1,-5.8,-7.8,17,11.42,9.5,2,31,16,101.67,101.49,101.4,101.14,88.75,88.54,88.52,88.29,64400,29137.5,44250,24100,4.2,3.6,3.6,3.1,17.8,0,0,0,0,0,0,0,2,07:38:00,1708526280,7.63,18:03:00,1708563780,18.05,10.42,1,1,6,6,-4,-2,,,,,,7,2.5,3.5,0,,,,
2024-02-20,7.5,0.38,-0.04,-7.6,,-10,82,66.6,61.5,41,-2.9,-5.5,-6.4,-9.9,22,9.25,12,2,36,29,101.16,101.09,101.08,100.99,88.24,88.17,88.17,88.1,64400,30483.3,40250,16100,4.7,3.7,3.9,3.1,18,0,0,0,0,0,0,0,3,07:40:00,1708440000,7.67,18:01:00,1708477260,18.02,10.35,1,1,6,6,-5,-4,,,,,,8,6,5,2,,,,
2024-02-19,4.3,-3.67,-3.65,-11.6,,-13,83,62.4,59.5,36,-6.8,-10.2,-11.4,-16.1,15,6.54,8,1,,,101.52,101.39,101.35,101.18,88.47,88.35,88.35,88.22,64400,34175,44250,24100,4.6,3.4,3.8,3,21.6,0,0,0,0,0,0,0,2,07:42:00,1708353720,7.7,18:00:00,1708390800,18,10.3,1,1,5,5,-6,-6,,,,,,6,1.7,3,0,,,,
2024-02-18,4.9,-2.89,-3.14,-11.2,,-13,72,48.5,49,26,-10.2,-12.9,-12.6,-15,20,8.75,10.5,1,36,35,101.41,101.07,101.12,100.84,88.39,88.09,88.14,87.89,64400,41570.8,40250,16100,4.3,3.1,3.5,2.6,21.1,0,0,0,0,0,0,0,3,07:44:00,1708267440,7.73,17:58:00,1708304280,17.97,10.23,1,1,6,6,-10,-9,,,,,,7,3,3.5,0,,,,
2024-02-17,5,-3.68,-3.5,-12,,-14,68,48.8,50.5,33,-10.2,-13.3,-13.8,-17.5,13,6.29,8,3,,,102.8,102.19,102.05,101.3,89.57,89.04,88.92,88.28,64400,39216.7,44250,24100,4.3,3.2,3.5,2.6,21.5,0,0,0,0,0,0,0,4,07:46:00,1708181160,7.77,17:56:00,1708217760,17.93,10.17,1,1,6,6,-11,-6,,,,,,2,0.2,1,0,,,,
2024-02-16,2.7,-7.46,-7.45,-17.6,,-23,81,52.1,49,17,-13.2,-16.8,-16.7,-20.2,12,6.88,7,2,,,103.58,103.34,103.22,102.85,90.03,89.9,89.81,89.59,64400,37216.7,40250,16100,4.5,3.4,3.7,2.9,25.4,0,0,0,0,0,0,0,4,07:48:00,1708094880,7.8,17:54:00,1708131240,17.9,10.1,1,1,-2,2,-11,-7,,,,,,2,0.4,1,0,,,,
2024-02-15,-8.5,-11.67,-12.7,-16.9,,-24,88,75.9,72,56,-13,-15.2,-16.4,-19.9,18,13.5,13,8,,,103.53,103.19,103.22,102.9,89.96,89.75,89.76,89.56,32200,16637.5,18500,4800,4.3,3.2,3.5,2.6,30.7,0,0,0,0,0.2,0,0.2,5,07:49:00,1708008540,7.82,17:52:00,1708044720,17.87,10.05,1,1,-9,-9,-16,-16,,,,,,8,4.4,4,0,,,,
2024-02-14,-4.5,-9.88,-10.35,-16.2,,-20,90,75.2,68.5,47,-9.9,-13.7,-13.6,-17.3,24,14.46,12.5,1,42,2,102.99,102.69,102.73,102.47,89.61,89.35,89.39,89.17,64400,29078.3,32800,1200,3.6,2.9,3,2.5,28.4,0,0,0,0,0,0,0,5,07:51:00,1707922260,7.85,17:51:00,1707958260,17.85,10,1,1,-7,-7,-18,-17,,,,,,8,5.4,4,0,,,,
2024-02-13,-3.9,-6.42,-8.85,-13.8,,-21,86,76.2,75,64,-6.9,-10,-11.6,-16.2,36,14.58,20,4,47,36,102.59,102.37,102.29,102,89.32,89.18,89.13,88.95,24100,21091.7,13650,3200,3.4,2.7,2.9,2.4,26.9,0,0,0,0,0.4,0,0.8,5,07:53:00,1707835980,7.88,17:49:00,1707871740,17.82,9.93,1,1,-4,-4,-13,-13,,,,,,8,5.3,4,0,,,,
2024-02-12,2.9,-2.12,-2.4,-7.7,,-11,90,66.3,65,40,-3.4,-8.1,-8.3,-13.2,35,15.42,19.5,4,49,34,101.95,101.62,101.67,101.4,88.89,88.6,88.64,88.4,24100,21500,18500,12900,4.2,3.2,3.4,2.5,20.4,0,0,0,0,0,0,0,4,07:55:00,1707749700,7.92,17:47:00,1707785220,17.78,9.87,1,1,1,1,-8,-7,,,,,,8,6.3,5,2,,,,
2024-02-11,4.2,-0.28,-0.35,-4.9,,-8,81,62.5,64.5,48,-4.6,-6.8,-6.5,-8.3,21,10.88,13.5,6,34,36,102,101.72,101.71,101.41,88.98,88.74,88.73,88.48,64400,27216.7,38650,12900,3.7,2.9,3.1,2.5,18.4,0,0,0,0,0,0,0,4,07:57:00,1707663420,7.95,17:45:00,1707698700,17.75,9.8,1,1,2,2,-3,-3,,,,,,8,6.1,4,0,,,,
2024-02-10,5.5,-4.14,-5.05,-15.6,,-21,91,63.6,67,43,-5.7,-10.6,-11.3,-16.9,16,11.62,10,4,,,102.31,101.75,101.83,101.35,89,88.6,88.69,88.39,64400,35541.7,40250,16100,4.1,3.3,3.4,2.7,23.1,0,0,0,0,0,0,0,7,07:59:00,1707577140,7.98,17:43:00,1707612180,17.72,9.73,1,1,3,3,-6,-6,,,,,,8,4.2,4,0,,,,
2024-02-09,-4.3,-6.81,-8.05,-11.8,,-19,92,81,78,64,-6.8,-9.6,-10.7,-14.5,22,13.58,16,10,31,34,102.36,102.17,102.05,101.74,89.12,88.97,88.87,88.62,32200,19895.8,17300,2400,3.5,2.6,2.8,2,26.1,0,0,0,0,0.6,0,0.6,9,08:00:00,1707490800,8,17:42:00,1707525720,17.7,9.7,1,1,-4,-4,-13,-12,,,,,,8,4.6,4,0,,,,
2024-02-08,-4.6,-5.98,-6.15,-7.7,,-14,97,93.8,91.5,86,-5.2,-6.8,-6.8,-8.3,17,11.58,10,3,,,101.7,101.37,101.47,101.24,88.58,88.27,88.37,88.15,9700,4612.5,5250,800,3.3,2.9,2.8,2.4,24.1,0,0,0,0,0.4,0,0.4,7,08:02:00,1707404520,8.03,17:40:00,1707439200,17.67,9.63,1,1,-4,-4,-9,-8,,,,,,8,6.6,4.5,1,,,,
2024-02-07,-7,-7.59,-7.6,-8.2,,-15,94,93.9,93.5,93,-7.9,-8.4,-8.4,-9,17,11.25,10.5,4,,,101.34,101.16,101.16,100.99,88.2,88.06,88.06,87.92,3200,1775,1800,400,3,2.8,2.8,2.6,25.6,0,0,0,0,2.1,0,2.8,2,08:04:00,1707318240,8.07,17:38:00,1707352680,17.63,9.57,1,1,-5,-5,-9,-8,,,,,,8,6.9,5,2,,,,
2024-02-06,-6.3,-7.48,-7.4,-8.5,,-14,95,94,93.5,92,-7.2,-8.3,-8.2,-9.3,19,12.17,12,5,,,101.64,101.3,101.33,101.02,88.53,88.19,88.23,87.93,4800,2666.7,2600,400,3.5,3.1,3.1,2.7,25.4,0,0,0,0,0.2,0,0.2,7,08:05:00,1707231900,8.08,17:36:00,1707266160,17.6,9.52,1,1,-5,-5,-9,-8,,,,,,8,8,8,8,,,,
2024-02-05,-2.3,-6.33,-7.44,-12.6,,-16,97,86,83,69,-6.9,-8.4,-9.4,-12,17,10.21,10,3,31,8,101.72,101.51,101.54,101.36,88.56,88.38,88.39,88.23,16100,9779.2,8850,1600,3.5,3,3,2.6,25.4,0,0,0,0,0,0,0,9,08:07:00,1707145620,8.12,17:34:00,1707179640,17.57,9.45,1,1,-2,-2,-10,-9,,,,,,8,7.2,6.5,5,,,,
2024-02-04,-2.6,-6.1,-4.95,-7.3,,-14,90,85.9,78.5,67,-6.7,-8.1,-7.8,-8.8,24,13.88,16,8,37,36,102.58,102.19,102.06,101.54,89.42,89.03,88.92,88.42,16100,5625,8550,1000,2.6,2.2,2.2,1.9,22.9,0,0,0,0,7.9,0,9.3,1,08:09:00,1707059340,8.15,17:33:00,1707093180,17.55,9.4,,,-4,-4,-9,-8,,,,,,8,7.5,6.5,5,,,,
2024-02-03,5.5,2.05,1.2,-3.1,,-9,89,71.6,72,55,1.2,-2.6,-3.2,-7.7,33,23.5,21,9,51,36,102.45,101.43,101.41,100.37,89.37,88.57,88.55,87.73,24100,16229.2,15250,6400,2.7,2.1,2.4,2,16.8,0,0,0,0,0.8,0.8,0,0,08:10:00,1706973000,8.17,17:31:00,1707006660,17.52,9.35,,,4,4,-7,-7,,,,,,8,7.8,7,6,,,,
2024-02-02,12.1,4.46,5.3,-1.5,,-4,89,70.8,65.5,42,0.7,-0.8,-0.9,-2.6,11,6.62,6.5,2,,,100.4,100.12,100.17,99.93,87.74,87.46,87.54,87.35,64400,37079.2,38650,12900,4.3,3.1,3.4,2.5,12.7,0,0.3,0,0,0,0,0,0,08:12:00,1706886720,8.2,17:29:00,1706920140,17.48,9.28,1,1,8,8,3,3,,,,,,8,5.5,4,0,,,,
2024-02-01,12.6,6.88,6.2,-0.2,,,70,58.2,59,48,1.7,-0.9,-0.5,-2.7,19,11.21,11,3,,,100.36,100.17,100.15,99.94,87.69,87.55,87.53,87.37,64400,36541.7,40250,16100,3.9,2.9,3,2.2,11.8,0,1.2,0,0,0,0,0,0,08:13:00,1706800380,8.22,17:27:00,1706833620,17.45,9.23,1,1,8,13,2,2,,,,,,8,3.5,4,0,,,,
2024-01-31,8.8,3.83,2.9,-3,,-4,86,69.8,71,56,1.2,-1.3,-1.4,-4.1,18,8.46,9.5,1,33,19,101.38,100.88,100.86,100.35,88.57,88.1,88.12,87.66,64400,33512.5,44250,24100,4.5,3.2,3.2,1.9,15.1,0,0,0,0,0,0,0,1,08:15:00,1706714100,8.25,17:26:00,1706747160,17.43,9.18,1,1,8,8,2,2,,,,,,8,4.6,4,0,,,,
2024-01-30,15.4,8.25,8,0.6,,,73,51.5,49,25,0.6,-1.6,-2,-4.7,18,10.75,10.5,3,40,32,101.5,101.22,101.24,100.97,88.69,88.48,88.46,88.22,64400,34175,44250,24100,4.3,3.2,3.2,2.1,10,0,3,1,0,0,0,0,2,08:16:00,1706627760,8.27,17:24:00,1706660640,17.4,9.13,1,1,12,12,-1,1,,,,,,8,5.5,4.5,1,,,,
2024-01-29,9.9,5.14,4.7,-0.5,,-3,83,65.4,68,53,0.9,-0.9,-1,-2.9,20,9.75,11,2,,,102.32,101.96,101.91,101.5,89.4,89.06,89.06,88.71,64400,35854.2,44250,24100,5.9,3.9,4.2,2.4,13.3,0,0,0,0,0,0,0,6,08:18:00,1706541480,8.3,17:22:00,1706574120,17.37,9.07,1,1,13,13,3,3,,,,,,8,6.6,6,4,,,,
2024-01-28,13.1,5.47,6.25,-0.6,,-2,86,65.2,65.5,45,1.3,-0.8,-0.9,-3.1,19,9.38,9.5,0,32,29,102.41,101.81,101.92,101.42,89.41,88.95,89.05,88.68,64400,30362.5,38650,12900,3.9,3.1,3.1,2.4,11.8,0,1.2,0,0,0,0,0,10,08:19:00,1706455140,8.32,17:20:00,1706487600,17.33,9.02,1,1,11,11,1,2,,,,,,8,4.5,4,0,,,,
2024-01-27,11.5,5.01,3.05,-5.4,,-5,74,55.5,55.5,37,-1.2,-3.6,-4.8,-8.4,30,10.33,15.5,1,51,27,101.83,101.62,101.62,101.41,88.87,88.74,88.72,88.57,64400,34875,40250,16100,4.4,3.3,3.5,2.5,14.9,0,0,0,0,0,0,0,13,08:20:00,1706368800,8.33,17:19:00,1706401140,17.32,8.98,1,1,8,8,-5,3,,,,,,8,6.2,5,2,,,,
2024-01-26,8.2,2.95,2.59,-3,,-6,68,47.9,51,34,-5.9,-7.3,-7.5,-9.2,26,9.62,14.5,3,45,27,102.01,101.84,101.83,101.64,89.08,88.92,88.92,88.76,64400,37537.5,44250,24100,4.9,3.9,4,3.2,15.4,0,0,0,0,0,0,0,5,08:22:00,1706282520,8.37,17:17:00,1706314620,17.28,8.92,1,1,6,7,-2,-2,,,,,,8,3.4,4,0,,,,
