"REF_DATE","GEO","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Prince Edward Island","2016A000211","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170753","2.2.321","6248.0","","","","1"
"2019","Prince Edward Island","2016A000211","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170753","2.2.321","6526.5","","","","1"
"2020","Prince Edward Island","2016A000211","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170753","2.2.321","6338.7","","","","1"
"2021","Prince Edward Island","2016A000211","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170753","2.2.321","6871.5","","","","1"
"2022","Prince Edward Island","2016A000211","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170753","2.2.321","7080.2","","","","1"
"1997","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","28428.5","","","","1"
"1998","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","29507.5","","","","1"
"1999","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","31098.4","","","","1"
"2000","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","32093.4","","","","1"
"2001","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","32963.2","","","","1"
"2002","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","34299.8","","","","1"
"2003","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","34743.8","","","","1"
"2004","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","35116.3","","","","1"
"2005","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","35550.9","","","","1"
"2006","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","35721.6","","","","1"
"2007","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","36061.0","","","","1"
"2008","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","36671.7","","","","1"
"2009","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","36685.9","","","","1"
"2010","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37642.1","","","","1"
"2011","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37754.5","","","","1"
"2012","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37393.2","","","","1"
"2013","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37280.6","","","","1"
"2014","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37661.6","","","","1"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","37939.7","","","","1"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","38450.0","","","","1"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","39238.4","","","","1"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","39920.0","","","","1"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","41255.1","","","","1"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","39381.3","","","","1"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","41764.7","","","","1"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170770","3.2.321","43034.0","","","","1"
"1997","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","23809.6","","","","1"
"1998","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","24685.2","","","","1"
"1999","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","26297.4","","","","1"
"2000","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","26867.9","","","","1"
"2001","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","27276.6","","","","1"
"2002","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","28573.3","","","","1"
"2003","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","29202.2","","","","1"
"2004","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","30023.9","","","","1"
"2005","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","30316.5","","","","1"
"2006","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","30860.5","","","","1"
"2007","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31049.6","","","","1"
"2008","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31320.4","","","","1"
"2009","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","30878.8","","","","1"
"2010","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31521.8","","","","1"
"2011","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31587.1","","","","1"
"2012","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31203.8","","","","1"
"2013","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31089.6","","","","1"
"2014","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31107.6","","","","1"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31352.5","","","","1"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31638.9","","","","1"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","32388.5","","","","1"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","32828.4","","","","1"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","33144.3","","","","1"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","31898.1","","","","1"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","33630.3","","","","1"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170787","4.2.321","34053.4","","","","1"
"1997","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","255142.2","","","","1"
"1998","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","263596.3","","","","1"
"1999","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","279540.8","","","","1"
"2000","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","291959.3","","","","1"
"2001","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","296936.8","","","","1"
"2002","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","305659.7","","","","1"
"2003","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","309126.2","","","","1"
"2004","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","316952.6","","","","1"
"2005","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","321910.0","","","","1"
"2006","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","325731.7","","","","1"
"2007","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","333975.1","","","","1"
"2008","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","339689.7","","","","1"
"2009","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","335837.1","","","","1"
"2010","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","343076.5","","","","1"
"2011","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","350395.1","","","","1"
"2012","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","354978.0","","","","1"
"2013","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","359421.9","","","","1"
"2014","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","365034.4","","","","1"
"2015","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","368532.7","","","","1"
"2016","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","374428.8","","","","1"
"2017","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","385162.6","","","","1"
"2018","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","397533.8","","","","1"
"2019","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","409426.6","","","","1"
"2020","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","389745.0","","","","1"
"2021","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","415357.4","","","","1"
"2022","Quebec","2016A000224","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170804","5.2.321","426973.8","","","","1"
"1997","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","476306.4","","","","1"
"1998","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","497556.7","","","","1"
"1999","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","532281.1","","","","1"
"2000","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","566196.3","","","","1"
"2001","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","576357.0","","","","1"
"2002","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","595887.9","","","","1"
"2003","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","603149.2","","","","1"
"2004","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","620298.5","","","","1"
"2005","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","640521.0","","","","1"
"2006","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","652745.4","","","","1"
"2007","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","658613.6","","","","1"
"2008","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","656719.4","","","","1"
"2009","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","635038.2","","","","1"
"2010","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","654487.2","","","","1"
"2011","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","671824.3","","","","1"
"2012","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","681432.1","","","","1"
"2013","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","690990.9","","","","1"
"2014","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","707980.4","","","","1"
"2015","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","726708.5","","","","1"
"2016","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","743032.2","","","","1"
"2017","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","763479.1","","","","1"
"2018","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","788289.5","","","","1"
"2019","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","805621.5","","","","1"
"2020","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","768036.7","","","","1"
"2021","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","807563.3","","","","1"
"2022","Ontario","2016A000235","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170821","6.2.321","837217.9","","","","1"
"1997","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","41207.0","","","","1"
"1998","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","43059.7","","","","1"
"1999","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","43758.5","","","","1"
"2000","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","45494.6","","","","1"
"2001","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","46095.6","","","","1"
"2002","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","46872.2","","","","1"
"2003","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","47367.6","","","","1"
"2004","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","48682.0","","","","1"
"2005","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","50172.5","","","","1"
"2006","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","52079.5","","","","1"
"2007","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","53249.7","","","","1"
"2008","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","55008.9","","","","1"
"2009","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","54852.7","","","","1"
"2010","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","56256.6","","","","1"
"2011","Manitoba","2016A000246","Chained (2017) dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170838","7.2.321","57548.4","","","","1"
