date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-05-01,6.52,1.2,30,"1993-05-01 2022-05-01",93.95,1.39,30,"1993-05-01 2022-05-01",17.32,2.31,30,"1993-05-01 2022-05-01",12.32,2.13,30,"1993-05-01 2022-05-01",1.81,1.28,30,"1993-05-01 2022-05-01",44.41,5.87,30,"1993-05-01 2022-05-01",4.26,1.11,30,"1993-05-01 2022-05-01",0.24,0.27,30,"1993-05-01 2022-05-01",59.74,26.7,30,"1993-05-01 2022-05-01",58.55,26.81,30,"1993-05-01 2022-05-01",0.45,1.12,30,"1993-05-01 2022-05-01",0,0.09,30,"1993-05-01 2022-05-01",,,,
2023-04-01,3.03,1.26,30,"1993-04-01 2022-04-01",95.21,1.64,30,"1993-04-01 2022-04-01",11.54,1.83,30,"1993-04-01 2022-04-01",12.13,2.17,30,"1993-04-01 2022-04-01",-2.06,2.13,30,"1993-04-01 2022-04-01",50.53,6,30,"1993-04-01 2022-04-01",0.43,1.07,30,"1993-04-01 2022-04-01",0.17,0.22,30,"1993-04-01 2022-04-01",72.62,33.2,30,"1993-04-01 2022-04-01",60.31,29.63,29,"1993-04-01 2022-04-01",9.17,9.27,29,"1993-04-01 2022-04-01",10.9,14.36,30,"1993-04-01 2022-04-01",,,,
2023-03-01,0.72,1.33,30,"1993-03-01 2022-03-01",95.3,2.13,30,"1993-03-01 2022-03-01",6.51,1.77,30,"1993-03-01 2022-03-01",10.97,2.14,30,"1993-03-01 2022-03-01",-3.77,1.75,30,"1993-03-01 2022-03-01",61.46,7.66,30,"1993-03-01 2022-03-01",-2.21,1.31,30,"1993-03-01 2022-03-01",0.25,0.32,30,"1993-03-01 2022-03-01",119.28,59.26,30,"1993-03-01 2022-03-01",64.49,38.99,30,"1993-03-01 2022-03-01",49.59,25.75,30,"1993-03-01 2022-03-01",60.2,34.18,30,"1993-03-01 2022-03-01",,,,
2023-02-01,-1.17,2.25,30,"1993-02-01 2022-02-01",94.07,3.48,30,"1993-02-01 2022-02-01",2.84,2.04,30,"1993-02-01 2022-02-01",9.57,1.7,30,"1993-02-01 2022-02-01",-5.93,3.03,30,"1993-02-01 2022-02-01",68.48,8.29,30,"1993-02-01 2022-02-01",-4.26,2.17,30,"1993-02-01 2022-02-01",0.36,0.53,30,"1993-02-01 2022-02-01",91.44,56.85,30,"1993-02-01 2022-02-01",32.12,28.55,29,"1993-02-01 2022-02-01",63.65,52.7,29,"1993-02-01 2022-02-01",69,30.61,30,"1993-02-01 2022-02-01",,,,
2023-01-01,-1.72,1.96,30,"1993-01-01 2022-01-01",95.79,2.4,30,"1993-01-01 2022-01-01",0.4,1.68,30,"1993-01-01 2022-01-01",7.58,2.14,30,"1993-01-01 2022-01-01",-5.51,2.62,30,"1993-01-01 2022-01-01",82.59,4.59,30,"1993-01-01 2022-01-01",-4.74,2.35,30,"1993-01-01 2022-01-01",0.25,0.32,30,"1993-01-01 2022-01-01",176.66,63.4,30,"1993-01-01 2022-01-01",76.17,53.67,30,"1993-01-01 2022-01-01",99.35,50.33,30,"1993-01-01 2022-01-01",61.1,25.34,30,"1993-01-01 2022-01-01",,,,
2022-12-01,-2.29,2.03,30,"1992-12-01 2021-12-01",95.7,2.23,30,"1992-12-01 2021-12-01",-0.41,1.6,30,"1992-12-01 2021-12-01",7.55,2.35,30,"1992-12-01 2021-12-01",-5.87,2.5,30,"1992-12-01 2021-12-01",83.55,5.12,30,"1992-12-01 2021-12-01",-4.93,1.94,30,"1992-12-01 2021-12-01",0.32,0.46,30,"1992-12-01 2021-12-01",165.89,62.05,30,"1992-12-01 2021-12-01",61.21,48.88,30,"1992-12-01 2021-12-01",111.77,50.09,30,"1992-12-01 2021-12-01",33.8,18.76,30,"1992-12-01 2021-12-01",,,,
2022-11-01,1.28,1.52,30,"1992-11-01 2021-11-01",96.74,1.95,30,"1992-11-01 2021-11-01",3.73,1.33,30,"1992-11-01 2021-11-01",8.25,2.01,30,"1992-11-01 2021-11-01",-2.31,2.03,30,"1992-11-01 2021-11-01",80.1,6.33,30,"1992-11-01 2021-11-01",-1.37,1.61,30,"1992-11-01 2021-11-01",0.22,0.26,30,"1992-11-01 2021-11-01",214.73,93.23,30,"1992-11-01 2021-11-01",143.54,73.32,30,"1992-11-01 2021-11-01",60.45,42.04,30,"1992-11-01 2021-11-01",6.8,6.18,30,"1992-11-01 2021-11-01",,,,
2022-10-01,5.81,1.08,30,"1992-10-01 2021-10-01",97.22,1.47,30,"1992-10-01 2021-10-01",10.74,1.46,30,"1992-10-01 2021-10-01",9.67,1.73,30,"1992-10-01 2021-10-01",1.46,1.38,30,"1992-10-01 2021-10-01",67.29,6.64,30,"1992-10-01 2021-10-01",2.51,1.06,30,"1992-10-01 2021-10-01",0.13,0.2,30,"1992-10-01 2021-10-01",160.48,72.67,30,"1992-10-01 2021-10-01",152.61,71.88,30,"1992-10-01 2021-10-01",4.91,9.19,30,"1992-10-01 2021-10-01",0.1,0.26,29,"1992-10-01 2021-10-01",,,,
2022-09-01,9.73,0.96,30,"1992-09-01 2021-09-01",96.2,1.63,30,"1992-09-01 2021-09-01",19.48,2.26,30,"1992-09-01 2021-09-01",11.2,1.96,30,"1992-09-01 2021-09-01",5.15,1.07,30,"1992-09-01 2021-09-01",50.63,7.11,30,"1992-09-01 2021-09-01",6.47,1.01,30,"1992-09-01 2021-09-01",0.15,0.2,30,"1992-09-01 2021-09-01",85.14,57.06,30,"1992-09-01 2021-09-01",82.84,57.66,29,"1992-09-01 2021-09-01",0.07,0.38,29,"1992-09-01 2021-09-01",0.1,0.54,30,"1992-09-01 2021-09-01",,,,
2022-08-01,11.77,0.76,30,"1992-08-01 2021-08-01",93.68,2.21,30,"1992-08-01 2021-08-01",24.49,1.59,30,"1992-08-01 2021-08-01",12.55,2.26,30,"1992-08-01 2021-08-01",7.44,1.09,30,"1992-08-01 2021-08-01",41.92,5.97,30,"1992-08-01 2021-08-01",9.72,1,30,"1992-08-01 2021-08-01",0.2,0.23,30,"1992-08-01 2021-08-01",46.93,38.27,30,"1992-08-01 2021-08-01",46.08,37.15,30,"1992-08-01 2021-08-01",0,0,30,"1992-08-01 2021-08-01",0,0,28,"1992-08-01 2021-08-01",,,,
2022-07-01,11.78,0.77,30,"1992-07-01 2021-07-01",92.78,2.6,30,"1992-07-01 2021-07-01",24.6,2.18,30,"1992-07-01 2021-07-01",13.12,2.01,29,"1992-07-01 2021-07-01",7.55,1.06,30,"1992-07-01 2021-07-01",42.02,7.27,30,"1992-07-01 2021-07-01",10,0.84,30,"1992-07-01 2021-07-01",0.2,0.19,29,"1992-07-01 2021-07-01",38.88,25.55,30,"1992-07-01 2021-07-01",38.42,23.97,29,"1992-07-01 2021-07-01",0,0,29,"1992-07-01 2021-07-01",0,0,28,"1992-07-01 2021-07-01",,,,
2022-06-01,9.45,0.77,30,"1992-06-01 2021-06-01",93.21,1.75,30,"1992-06-01 2021-06-01",20.27,2.35,30,"1992-06-01 2021-06-01",13.14,2.22,30,"1992-06-01 2021-06-01",5.22,0.79,30,"1992-06-01 2021-06-01",46.17,6.45,30,"1992-06-01 2021-06-01",7.72,0.8,30,"1992-06-01 2021-06-01",0.25,0.22,30,"1992-06-01 2021-06-01",56.69,25.41,30,"1992-06-01 2021-06-01",56.94,25.2,29,"1992-06-01 2021-06-01",0,0,29,"1992-06-01 2021-06-01",0.1,0.73,29,"1992-06-01 2021-06-01",,,,
2022-05-01,6.54,1.18,30,"1992-05-01 2021-05-01",93.95,1.39,30,"1992-05-01 2021-05-01",17.51,2.21,30,"1992-05-01 2021-05-01",12.48,2.08,30,"1992-05-01 2021-05-01",1.81,1.27,30,"1992-05-01 2021-05-01",44.02,6,30,"1992-05-01 2021-05-01",4.27,1.11,30,"1992-05-01 2021-05-01",0.22,0.27,30,"1992-05-01 2021-05-01",57.66,26.36,30,"1992-05-01 2021-05-01",56.7,26.67,30,"1992-05-01 2021-05-01",0.45,1.12,30,"1992-05-01 2021-05-01",0,0.09,30,"1992-05-01 2021-05-01",,,,
2022-04-01,3.15,1.18,30,"1992-04-01 2021-04-01",95.27,1.61,30,"1992-04-01 2021-04-01",11.66,1.78,30,"1992-04-01 2021-04-01",12.22,2.12,30,"1992-04-01 2021-04-01",-1.9,2.06,30,"1992-04-01 2021-04-01",50.8,5.87,30,"1992-04-01 2021-04-01",0.51,1.05,30,"1992-04-01 2021-04-01",0.16,0.21,30,"1992-04-01 2021-04-01",76.31,38.07,30,"1992-04-01 2021-04-01",65.39,35.23,29,"1992-04-01 2021-04-01",8.34,8.54,29,"1992-04-01 2021-04-01",10.8,14.41,30,"1992-04-01 2021-04-01",,,,
2022-03-01,0.74,1.35,30,"1992-03-01 2021-03-01",95.25,2.13,30,"1992-03-01 2021-03-01",6.74,2.16,30,"1992-03-01 2021-03-01",11.04,2.07,30,"1992-03-01 2021-03-01",-3.75,1.77,30,"1992-03-01 2021-03-01",60.84,8.27,30,"1992-03-01 2021-03-01",-2.22,1.3,30,"1992-03-01 2021-03-01",0.24,0.33,30,"1992-03-01 2021-03-01",117.2,61.23,30,"1992-03-01 2021-03-01",63.29,39.48,30,"1992-03-01 2021-03-01",49.07,26.57,30,"1992-03-01 2021-03-01",59.6,34.76,30,"1992-03-01 2021-03-01",,,,
2022-02-01,-1.07,2.31,30,"1992-02-01 2021-02-01",94.11,3.49,30,"1992-02-01 2021-02-01",2.93,2.09,30,"1992-02-01 2021-02-01",9.54,1.74,30,"1992-02-01 2021-02-01",-5.81,3.1,30,"1992-02-01 2021-02-01",68.79,8.38,30,"1992-02-01 2021-02-01",-4.21,2.21,30,"1992-02-01 2021-02-01",0.3,0.47,30,"1992-02-01 2021-02-01",93.25,55.8,30,"1992-02-01 2021-02-01",33.43,28.04,29,"1992-02-01 2021-02-01",65.02,52.12,29,"1992-02-01 2021-02-01",69.2,30.52,30,"1992-02-01 2021-02-01",,,,
2022-01-01,-1.67,1.98,30,"1992-01-01 2021-01-01",95.79,2.4,30,"1992-01-01 2021-01-01",0.43,1.7,30,"1992-01-01 2021-01-01",7.57,2.14,30,"1992-01-01 2021-01-01",-5.39,2.68,30,"1992-01-01 2021-01-01",82.82,4.69,30,"1992-01-01 2021-01-01",-4.65,2.38,30,"1992-01-01 2021-01-01",0.25,0.32,30,"1992-01-01 2021-01-01",181.16,68.59,30,"1992-01-01 2021-01-01",81.62,55.46,30,"1992-01-01 2021-01-01",102.3,49.48,30,"1992-01-01 2021-01-01",60.1,25.43,30,"1992-01-01 2021-01-01",,,,
2021-12-01,-2.09,1.98,30,"1991-12-01 2020-12-01",95.83,2.16,30,"1991-12-01 2020-12-01",-0.23,1.56,30,"1991-12-01 2020-12-01",7.69,2.42,30,"1991-12-01 2020-12-01",-5.6,2.36,30,"1991-12-01 2020-12-01",83.89,4.88,30,"1991-12-01 2020-12-01",-4.73,1.89,30,"1991-12-01 2020-12-01",0.28,0.42,30,"1991-12-01 2020-12-01",162.89,61.9,30,"1991-12-01 2020-12-01",61.56,48.9,30,"1991-12-01 2020-12-01",110.48,50.94,30,"1991-12-01 2020-12-01",33.3,18.92,30,"1991-12-01 2020-12-01",,,,
2021-11-01,1.27,1.52,30,"1991-11-01 2020-11-01",96.65,1.93,30,"1991-11-01 2020-11-01",3.75,1.34,30,"1991-11-01 2020-11-01",8.33,1.99,30,"1991-11-01 2020-11-01",-2.31,2.03,30,"1991-11-01 2020-11-01",79.95,6.28,30,"1991-11-01 2020-11-01",-1.37,1.61,30,"1991-11-01 2020-11-01",0.21,0.26,30,"1991-11-01 2020-11-01",208.08,86.79,30,"1991-11-01 2020-11-01",139.52,68.77,30,"1991-11-01 2020-11-01",58.98,42.16,30,"1991-11-01 2020-11-01",6.6,6.16,30,"1991-11-01 2020-11-01",,,,
2021-10-01,5.78,1.13,30,"1991-10-01 2020-10-01",96.97,1.91,30,"1991-10-01 2020-10-01",10.87,1.41,30,"1991-10-01 2020-10-01",9.87,1.76,30,"1991-10-01 2020-10-01",1.36,1.51,30,"1991-10-01 2020-10-01",66.53,7.26,30,"1991-10-01 2020-10-01",2.45,1.11,30,"1991-10-01 2020-10-01",0.12,0.19,30,"1991-10-01 2020-10-01",154.06,75.56,30,"1991-10-01 2020-10-01",146.08,74.3,30,"1991-10-01 2020-10-01",5.11,9.15,30,"1991-10-01 2020-10-01",0.1,0.26,29,"1991-10-01 2020-10-01",,,,
2021-09-01,9.74,0.96,30,"1991-09-01 2020-09-01",96.2,1.64,30,"1991-09-01 2020-09-01",19.64,2.24,30,"1991-09-01 2020-09-01",11.32,1.91,30,"1991-09-01 2020-09-01",5.11,1.06,30,"1991-09-01 2020-09-01",50.12,6.99,30,"1991-09-01 2020-09-01",6.41,1,30,"1991-09-01 2020-09-01",0.14,0.2,30,"1991-09-01 2020-09-01",79.11,55.84,30,"1991-09-01 2020-09-01",76.7,56.33,29,"1991-09-01 2020-09-01",0.07,0.38,29,"1991-09-01 2020-09-01",0.1,0.54,30,"1991-09-01 2020-09-01",,,,
2021-08-01,11.79,0.8,30,"1991-08-01 2020-08-01",93.84,2.3,30,"1991-08-01 2020-08-01",24.42,1.63,30,"1991-08-01 2020-08-01",12.72,2.19,30,"1991-08-01 2020-08-01",7.48,1.12,30,"1991-08-01 2020-08-01",42.39,6.43,30,"1991-08-01 2020-08-01",9.68,0.95,30,"1991-08-01 2020-08-01",0.18,0.22,30,"1991-08-01 2020-08-01",52.6,50.03,30,"1991-08-01 2020-08-01",51.75,49.28,30,"1991-08-01 2020-08-01",0,0,30,"1991-08-01 2020-08-01",0,0,28,"1991-08-01 2020-08-01",,,,
2021-07-01,11.74,0.78,30,"1991-07-01 2020-07-01",93.03,2.44,30,"1991-07-01 2020-07-01",24.45,2.11,30,"1991-07-01 2020-07-01",13.24,1.92,29,"1991-07-01 2020-07-01",7.51,1.06,30,"1991-07-01 2020-07-01",42.4,7.08,30,"1991-07-01 2020-07-01",9.9,0.8,30,"1991-07-01 2020-07-01",0.19,0.19,29,"1991-07-01 2020-07-01",40.52,24.73,30,"1991-07-01 2020-07-01",40.12,23.1,29,"1991-07-01 2020-07-01",0,0,29,"1991-07-01 2020-07-01",0,0,28,"1991-07-01 2020-07-01",,,,
2021-06-01,9.38,0.74,30,"1991-06-01 2020-06-01",93.26,1.75,30,"1991-06-01 2020-06-01",20.07,2.27,30,"1991-06-01 2020-06-01",13.31,2.09,30,"1991-06-01 2020-06-01",5.19,0.76,30,"1991-06-01 2020-06-01",46.6,6.43,30,"1991-06-01 2020-06-01",7.65,0.77,30,"1991-06-01 2020-06-01",0.23,0.22,30,"1991-06-01 2020-06-01",56.82,25.41,30,"1991-06-01 2020-06-01",57.11,25.19,29,"1991-06-01 2020-06-01",0,0,29,"1991-06-01 2020-06-01",0.1,0.73,29,"1991-06-01 2020-06-01",,,,
2021-05-01,6.55,1.17,30,"1991-05-01 2020-05-01",93.9,1.41,30,"1991-05-01 2020-05-01",17.47,2.23,30,"1991-05-01 2020-05-01",12.66,2.04,30,"1991-05-01 2020-05-01",1.87,1.25,30,"1991-05-01 2020-05-01",44.34,5.99,30,"1991-05-01 2020-05-01",4.29,1.11,30,"1991-05-01 2020-05-01",0.18,0.2,30,"1991-05-01 2020-05-01",57.42,26.49,30,"1991-05-01 2020-05-01",56.53,26.77,30,"1991-05-01 2020-05-01",0.38,1.08,30,"1991-05-01 2020-05-01",0,0.09,30,"1991-05-01 2020-05-01",,,,
2021-04-01,3.14,1.19,30,"1991-04-01 2020-04-01",95.24,1.65,30,"1991-04-01 2020-04-01",11.63,1.77,30,"1991-04-01 2020-04-01",12.37,2.06,30,"1991-04-01 2020-04-01",-1.66,1.51,30,"1991-04-01 2020-04-01",51.09,5.41,30,"1991-04-01 2020-04-01",0.47,1.08,30,"1991-04-01 2020-04-01",0.13,0.16,30,"1991-04-01 2020-04-01",77.5,37.54,30,"1991-04-01 2020-04-01",65.24,35.37,29,"1991-04-01 2020-04-01",9.61,11.04,29,"1991-04-01 2020-04-01",10.9,14.36,30,"1991-04-01 2020-04-01",,,,
2021-03-01,0.64,1.47,30,"1991-03-01 2020-03-01",94.92,2.61,30,"1991-03-01 2020-03-01",6.7,2.17,30,"1991-03-01 2020-03-01",11.18,1.99,30,"1991-03-01 2020-03-01",-3.86,1.89,30,"1991-03-01 2020-03-01",60.75,8.33,30,"1991-03-01 2020-03-01",-2.32,1.38,30,"1991-03-01 2020-03-01",0.24,0.32,30,"1991-03-01 2020-03-01",117.38,61.1,30,"1991-03-01 2020-03-01",61.88,40.63,30,"1991-03-01 2020-03-01",51.28,27.39,30,"1991-03-01 2020-03-01",59.4,34.88,30,"1991-03-01 2020-03-01",,,,
2021-02-01,-0.88,2.33,30,"1991-02-01 2020-02-01",94.26,3.5,30,"1991-02-01 2020-02-01",3.14,2.08,30,"1991-02-01 2020-02-01",9.54,1.74,30,"1991-02-01 2020-02-01",-5.59,3.17,30,"1991-02-01 2020-02-01",68.96,8.46,30,"1991-02-01 2020-02-01",-4.05,2.28,30,"1991-02-01 2020-02-01",0.27,0.46,30,"1991-02-01 2020-02-01",97.2,59.09,30,"1991-02-01 2020-02-01",38.94,39.6,29,"1991-02-01 2020-02-01",62.88,53.18,29,"1991-02-01 2020-02-01",68.3,30.97,30,"1991-02-01 2020-02-01",,,,
2021-01-01,-1.83,2.09,30,"1991-01-01 2020-01-01",95.55,2.6,30,"1991-01-01 2020-01-01",0.33,1.75,30,"1991-01-01 2020-01-01",7.72,2.18,30,"1991-01-01 2020-01-01",-5.63,2.8,30,"1991-01-01 2020-01-01",82.48,5.04,30,"1991-01-01 2020-01-01",-4.87,2.49,30,"1991-01-01 2020-01-01",0.25,0.32,30,"1991-01-01 2020-01-01",179.34,69.58,30,"1991-01-01 2020-01-01",80.18,55.72,30,"1991-01-01 2020-01-01",100.63,49.81,30,"1991-01-01 2020-01-01",61.1,25.24,30,"1991-01-01 2020-01-01",,,,
2020-12-01,-2.29,2.04,30,"1990-12-01 2019-12-01",95.64,2.2,30,"1990-12-01 2019-12-01",-0.35,1.6,30,"1990-12-01 2019-12-01",7.85,2.42,30,"1990-12-01 2019-12-01",-5.81,2.44,30,"1990-12-01 2019-12-01",83.44,4.88,30,"1990-12-01 2019-12-01",-4.94,1.99,30,"1990-12-01 2019-12-01",0.28,0.42,30,"1990-12-01 2019-12-01",164.19,61.96,30,"1990-12-01 2019-12-01",60.18,48.65,30,"1990-12-01 2019-12-01",114.41,52.73,30,"1990-12-01 2019-12-01",34.3,18.78,30,"1990-12-01 2019-12-01",,,,
2020-11-01,1.26,1.52,30,"1990-11-01 2019-11-01",96.6,1.92,30,"1990-11-01 2019-11-01",3.77,1.34,30,"1990-11-01 2019-11-01",8.45,1.98,30,"1990-11-01 2019-11-01",-2.27,2.04,30,"1990-11-01 2019-11-01",79.88,6.27,30,"1990-11-01 2019-11-01",-1.37,1.61,30,"1990-11-01 2019-11-01",0.22,0.27,30,"1990-11-01 2019-11-01",214.16,93.6,30,"1990-11-01 2019-11-01",144.27,74.28,30,"1990-11-01 2019-11-01",59.69,42.38,30,"1990-11-01 2019-11-01",6.3,6.09,30,"1990-11-01 2019-11-01",,,,
2020-10-01,5.71,1.16,30,"1990-10-01 2019-10-01",96.98,1.91,30,"1990-10-01 2019-10-01",10.81,1.46,30,"1990-10-01 2019-10-01",9.95,1.75,30,"1990-10-01 2019-10-01",1.33,1.51,30,"1990-10-01 2019-10-01",66.53,7.26,30,"1990-10-01 2019-10-01",2.4,1.11,30,"1990-10-01 2019-10-01",0.1,0.17,30,"1990-10-01 2019-10-01",156.81,76.25,30,"1990-10-01 2019-10-01",148.49,74.83,30,"1990-10-01 2019-10-01",5.42,9.36,30,"1990-10-01 2019-10-01",0.1,0.23,29,"1990-10-01 2019-10-01",,,,
