date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-05-01,8.01,1.37,30,"1993-05-01 2022-05-01",86.35,4.08,30,"1993-05-01 2022-05-01",17.41,1.99,30,"1993-05-01 2022-05-01",27.26,2.06,30,"1993-05-01 2022-05-01",1.29,1.74,30,"1993-05-01 2022-05-01",45,5.74,30,"1993-05-01 2022-05-01",5.63,1.18,30,"1993-05-01 2022-05-01",3.49,1.28,30,"1993-05-01 2022-05-01",92.45,44.42,30,"1993-05-01 2022-05-01",,,,,,,,,0.5,1.5,10,"1993-05-01 2016-05-01",,,,
2023-04-01,0.7,1.51,30,"1993-04-01 2022-04-01",84.65,4.63,30,"1993-04-01 2022-04-01",8.39,1.77,30,"1993-04-01 2022-04-01",28.74,2.08,30,"1993-04-01 2022-04-01",-5.89,1.81,30,"1993-04-01 2022-04-01",48.16,5.11,30,"1993-04-01 2022-04-01",-1.14,1.64,30,"1993-04-01 2022-04-01",4.01,1.23,30,"1993-04-01 2022-04-01",94.14,43.57,30,"1993-04-01 2022-04-01",,,,,,,,,14.2,16.77,30,"1993-04-01 2022-04-01",,,,
2023-03-01,-5.16,1.76,30,"1993-03-01 2022-03-01",84.67,4.1,30,"1993-03-01 2022-03-01",0.57,1.8,30,"1993-03-01 2022-03-01",29,2.65,30,"1993-03-01 2022-03-01",-13.17,2.88,30,"1993-03-01 2022-03-01",53.14,4.39,30,"1993-03-01 2022-03-01",-9.06,2.95,30,"1993-03-01 2022-03-01",4.2,1.04,30,"1993-03-01 2022-03-01",81.85,40.24,30,"1993-03-01 2022-03-01",,,,,,,,,54.9,22.95,29,"1993-03-01 2022-03-01",,,,
2023-02-01,-9.68,2.77,30,"1993-02-01 2022-02-01",84.45,5.11,30,"1993-02-01 2022-02-01",-5.06,2.31,30,"1993-02-01 2022-02-01",29.63,2.44,30,"1993-02-01 2022-02-01",-19.04,3.45,30,"1993-02-01 2022-02-01",57.44,4.79,30,"1993-02-01 2022-02-01",-15.59,3.01,30,"1993-02-01 2022-02-01",4.31,1.54,30,"1993-02-01 2022-02-01",78.08,34.32,30,"1993-02-01 2022-02-01",,,,,,,,,56.9,20.19,29,"1993-02-01 2022-02-01",,,,
2023-01-01,-10.57,3.03,30,"1993-01-01 2022-01-01",85.51,4.37,30,"1993-01-01 2022-01-01",-6.98,2.54,30,"1993-01-01 2022-01-01",29.39,2.86,30,"1993-01-01 2022-01-01",-19.78,4.17,30,"1993-01-01 2022-01-01",62.12,4.55,30,"1993-01-01 2022-01-01",-16.47,3.61,30,"1993-01-01 2022-01-01",4.54,1.8,30,"1993-01-01 2022-01-01",85.1,37,30,"1993-01-01 2022-01-01",,,,,,,,,41,16.49,30,"1993-01-01 2022-01-01",,,,
2022-12-01,-6.04,2.32,30,"1992-12-01 2021-12-01",90.23,2.67,30,"1992-12-01 2021-12-01",-3.18,2.06,30,"1992-12-01 2021-12-01",27.78,2.84,30,"1992-12-01 2021-12-01",-13.84,3,30,"1992-12-01 2021-12-01",67.36,3.45,30,"1992-12-01 2021-12-01",-11.16,2.95,30,"1992-12-01 2021-12-01",3.88,1.27,30,"1992-12-01 2021-12-01",107.86,39.06,30,"1992-12-01 2021-12-01",,,,,,,,,18.6,10.86,30,"1992-12-01 2021-12-01",,,,
2022-11-01,-0.12,1.71,30,"1992-11-01 2021-11-01",91.25,3.54,30,"1992-11-01 2021-11-01",3.82,1.85,30,"1992-11-01 2021-11-01",26.76,2.91,30,"1992-11-01 2021-11-01",-6.46,2.07,30,"1992-11-01 2021-11-01",63.33,4.94,30,"1992-11-01 2021-11-01",-3.64,1.83,30,"1992-11-01 2021-11-01",3.78,1.2,30,"1992-11-01 2021-11-01",93.67,30.73,30,"1992-11-01 2021-11-01",,,,,,,,,2.9,3.77,30,"1992-11-01 2021-11-01",,,,
2022-10-01,6.1,1.61,30,"1992-10-01 2021-10-01",92.35,2.52,30,"1992-10-01 2021-10-01",11.43,1.8,30,"1992-10-01 2021-10-01",26.17,2.46,30,"1992-10-01 2021-10-01",0.27,1.92,30,"1992-10-01 2021-10-01",59.18,3.39,30,"1992-10-01 2021-10-01",2.49,1.54,30,"1992-10-01 2021-10-01",3.45,1.33,30,"1992-10-01 2021-10-01",110.8,45.37,30,"1992-10-01 2021-10-01",,,,,,,,,0,0,10,"1992-10-01 2009-10-01",,,,
2022-09-01,12.98,1.14,30,"1992-09-01 2021-09-01",93.55,2.27,30,"1992-09-01 2021-09-01",19.24,1.48,30,"1992-09-01 2021-09-01",23.42,1.86,30,"1992-09-01 2021-09-01",6.91,1.23,30,"1992-09-01 2021-09-01",58.14,3.48,30,"1992-09-01 2021-09-01",8.39,1.21,30,"1992-09-01 2021-09-01",2.11,1.03,30,"1992-09-01 2021-09-01",111.23,31.96,30,"1992-09-01 2021-09-01",,,,,,,,,0,0,5,"1992-09-01 2009-09-01",,,,
2022-08-01,16.58,1.02,30,"1992-08-01 2021-08-01",92.67,2.3,30,"1992-08-01 2021-08-01",24.06,1.15,30,"1992-08-01 2021-08-01",23.17,1.59,30,"1992-08-01 2021-08-01",11.24,1.29,30,"1992-08-01 2021-08-01",55.18,3.53,30,"1992-08-01 2021-08-01",12.91,0.96,30,"1992-08-01 2021-08-01",1.9,0.71,30,"1992-08-01 2021-08-01",106.21,38.47,30,"1992-08-01 2021-08-01",,,,,,,,,0,0,4,"1992-08-01 1995-08-01",,,,
2022-07-01,17.13,1.1,30,"1992-07-01 2021-07-01",92.23,2.12,30,"1992-07-01 2021-07-01",24.98,1.41,30,"1992-07-01 2021-07-01",24.23,1.95,30,"1992-07-01 2021-07-01",11.88,1.11,30,"1992-07-01 2021-07-01",54.27,4.25,30,"1992-07-01 2021-07-01",13.85,1.04,30,"1992-07-01 2021-07-01",2.01,1,30,"1992-07-01 2021-07-01",120.14,49.92,30,"1992-07-01 2021-07-01",,,,,,,,,0,0,4,"1992-07-01 1995-07-01",,,,
2022-06-01,13.99,1.1,30,"1992-06-01 2021-06-01",89.82,2.23,30,"1992-06-01 2021-06-01",22.5,1.22,30,"1992-06-01 2021-06-01",25.36,1.87,30,"1992-06-01 2021-06-01",7.98,1.43,30,"1992-06-01 2021-06-01",50.29,4.63,30,"1992-06-01 2021-06-01",10.89,1.18,30,"1992-06-01 2021-06-01",2.53,1.21,30,"1992-06-01 2021-06-01",119.15,43.52,30,"1992-06-01 2021-06-01",,,,,,,,,0,0,5,"1992-06-01 2009-06-01",,,,
2022-05-01,7.98,1.37,30,"1992-05-01 2021-05-01",86.23,4.17,30,"1992-05-01 2021-05-01",17.41,1.99,30,"1992-05-01 2021-05-01",27.31,2.01,30,"1992-05-01 2021-05-01",1.24,1.76,30,"1992-05-01 2021-05-01",44.75,5.96,30,"1992-05-01 2021-05-01",5.61,1.18,30,"1992-05-01 2021-05-01",3.47,1.3,30,"1992-05-01 2021-05-01",90.59,44.48,30,"1992-05-01 2021-05-01",,,,,,,,,0.5,1.44,11,"1992-05-01 2016-05-01",,,,
2022-04-01,0.66,1.52,30,"1992-04-01 2021-04-01",84.67,4.63,30,"1992-04-01 2021-04-01",8.38,1.77,30,"1992-04-01 2021-04-01",28.69,2.12,30,"1992-04-01 2021-04-01",-5.92,1.81,30,"1992-04-01 2021-04-01",48.27,5.1,30,"1992-04-01 2021-04-01",-1.19,1.64,30,"1992-04-01 2021-04-01",4.01,1.23,30,"1992-04-01 2021-04-01",92.2,44.23,30,"1992-04-01 2021-04-01",,,,,,,,,13.4,15.91,30,"1992-04-01 2021-04-01",,,,
2022-03-01,-5.29,1.81,30,"1992-03-01 2021-03-01",84.43,4.04,30,"1992-03-01 2021-03-01",0.52,1.85,30,"1992-03-01 2021-03-01",28.95,2.69,30,"1992-03-01 2021-03-01",-13.31,2.91,30,"1992-03-01 2021-03-01",52.96,4.29,30,"1992-03-01 2021-03-01",-9.17,2.98,30,"1992-03-01 2021-03-01",4.18,1.05,30,"1992-03-01 2021-03-01",81.46,39.99,30,"1992-03-01 2021-03-01",,,,,,,,,55,23,29,"1992-03-01 2021-03-01",,,,
2022-02-01,-9.75,2.78,30,"1992-02-01 2021-02-01",84.38,5.07,30,"1992-02-01 2021-02-01",-5.12,2.34,30,"1992-02-01 2021-02-01",29.59,2.47,30,"1992-02-01 2021-02-01",-19.11,3.48,30,"1992-02-01 2021-02-01",57.26,4.76,30,"1992-02-01 2021-02-01",-15.61,3.02,30,"1992-02-01 2021-02-01",4.26,1.55,30,"1992-02-01 2021-02-01",76.81,33.84,30,"1992-02-01 2021-02-01",,,,,,,,,57.7,20.38,29,"1992-02-01 2021-02-01",,,,
2022-01-01,-10.53,2.98,30,"1992-01-01 2021-01-01",85.36,4.44,30,"1992-01-01 2021-01-01",-6.93,2.49,30,"1992-01-01 2021-01-01",29.47,2.79,30,"1992-01-01 2021-01-01",-19.71,4.09,30,"1992-01-01 2021-01-01",62.1,4.56,30,"1992-01-01 2021-01-01",-16.33,3.45,30,"1992-01-01 2021-01-01",4.58,1.78,30,"1992-01-01 2021-01-01",87.07,36.23,30,"1992-01-01 2021-01-01",,,,,,,,,41.1,16.48,30,"1992-01-01 2021-01-01",,,,
2021-12-01,-6.16,2.38,30,"1991-12-01 2020-12-01",90.08,2.79,30,"1991-12-01 2020-12-01",-3.28,2.1,30,"1991-12-01 2020-12-01",27.76,2.83,30,"1991-12-01 2020-12-01",-13.98,3.12,30,"1991-12-01 2020-12-01",67.2,3.73,30,"1991-12-01 2020-12-01",-11.24,3.01,30,"1991-12-01 2020-12-01",3.82,1.33,30,"1991-12-01 2020-12-01",106.6,39.34,30,"1991-12-01 2020-12-01",,,,,,,,,18.5,10.87,30,"1991-12-01 2020-12-01",,,,
2021-11-01,-0.14,1.71,30,"1991-11-01 2020-11-01",91.1,3.48,30,"1991-11-01 2020-11-01",3.82,1.85,30,"1991-11-01 2020-11-01",26.78,2.9,30,"1991-11-01 2020-11-01",-6.48,2.07,30,"1991-11-01 2020-11-01",63.31,4.95,30,"1991-11-01 2020-11-01",-3.64,1.83,30,"1991-11-01 2020-11-01",3.79,1.19,30,"1991-11-01 2020-11-01",91.65,32.67,30,"1991-11-01 2020-11-01",,,,,,,,,2.7,3.8,30,"1991-11-01 2020-11-01",,,,
2021-10-01,6.03,1.53,30,"1991-10-01 2020-10-01",92.28,2.45,30,"1991-10-01 2020-10-01",11.32,1.71,30,"1991-10-01 2020-10-01",26.06,2.58,30,"1991-10-01 2020-10-01",0.15,1.77,30,"1991-10-01 2020-10-01",59.22,3.45,30,"1991-10-01 2020-10-01",2.4,1.45,30,"1991-10-01 2020-10-01",3.36,1.34,30,"1991-10-01 2020-10-01",113.47,45.72,30,"1991-10-01 2020-10-01",,,,,,,,,0,0,11,"1991-10-01 2009-10-01",,,,
2021-09-01,12.86,1.22,30,"1991-09-01 2020-09-01",93.42,2.25,30,"1991-09-01 2020-09-01",19.12,1.55,30,"1991-09-01 2020-09-01",23.45,1.82,30,"1991-09-01 2020-09-01",6.78,1.32,30,"1991-09-01 2020-09-01",58.06,3.48,30,"1991-09-01 2020-09-01",8.29,1.29,30,"1991-09-01 2020-09-01",2.08,1.05,30,"1991-09-01 2020-09-01",110.23,32.48,30,"1991-09-01 2020-09-01",,,,,,,,,0,0,6,"1991-09-01 2009-09-01",,,,
2021-08-01,16.52,0.93,30,"1991-08-01 2020-08-01",92.61,2.29,30,"1991-08-01 2020-08-01",23.98,1.03,30,"1991-08-01 2020-08-01",23.3,1.53,30,"1991-08-01 2020-08-01",11.18,1.23,30,"1991-08-01 2020-08-01",55.3,3.51,30,"1991-08-01 2020-08-01",12.85,0.85,30,"1991-08-01 2020-08-01",1.87,0.71,30,"1991-08-01 2020-08-01",109.33,35.65,30,"1991-08-01 2020-08-01",,,,,,,,,0,0,5,"1991-08-01 1995-08-01",,,,
2021-07-01,17.11,1.12,30,"1991-07-01 2020-07-01",92.04,2.07,30,"1991-07-01 2020-07-01",25.04,1.4,30,"1991-07-01 2020-07-01",24.21,1.96,30,"1991-07-01 2020-07-01",11.87,1.12,30,"1991-07-01 2020-07-01",54.09,4.42,30,"1991-07-01 2020-07-01",13.89,1,30,"1991-07-01 2020-07-01",1.98,1.01,30,"1991-07-01 2020-07-01",119.29,50.79,30,"1991-07-01 2020-07-01",,,,,,,,,0,0,5,"1991-07-01 1995-07-01",,,,
2021-06-01,13.93,1.07,30,"1991-06-01 2020-06-01",89.7,2.23,30,"1991-06-01 2020-06-01",22.49,1.22,30,"1991-06-01 2020-06-01",25.41,1.85,30,"1991-06-01 2020-06-01",7.92,1.41,30,"1991-06-01 2020-06-01",50.04,4.83,30,"1991-06-01 2020-06-01",10.87,1.16,30,"1991-06-01 2020-06-01",2.49,1.22,30,"1991-06-01 2020-06-01",114.91,44.36,30,"1991-06-01 2020-06-01",,,,,,,,,0,0,6,"1991-06-01 2009-06-01",,,,
2021-05-01,8.03,1.4,30,"1991-05-01 2020-05-01",86.27,4.19,30,"1991-05-01 2020-05-01",17.44,2.01,30,"1991-05-01 2020-05-01",27.4,1.95,30,"1991-05-01 2020-05-01",1.3,1.75,30,"1991-05-01 2020-05-01",44.92,5.83,30,"1991-05-01 2020-05-01",5.65,1.18,30,"1991-05-01 2020-05-01",3.42,1.34,30,"1991-05-01 2020-05-01",92,44.08,30,"1991-05-01 2020-05-01",,,,,,,,,0.4,1.38,12,"1991-05-01 2016-05-01",,,,
2021-04-01,0.63,1.49,30,"1991-04-01 2020-04-01",84.63,4.59,30,"1991-04-01 2020-04-01",8.3,1.69,30,"1991-04-01 2020-04-01",28.74,2.1,30,"1991-04-01 2020-04-01",-5.92,1.81,30,"1991-04-01 2020-04-01",48.58,5.19,30,"1991-04-01 2020-04-01",-1.2,1.63,30,"1991-04-01 2020-04-01",3.96,1.2,30,"1991-04-01 2020-04-01",94.15,42.31,30,"1991-04-01 2020-04-01",,,,,,,,,14,15.85,30,"1991-04-01 2020-04-01",,,,
2021-03-01,-5.23,1.85,30,"1991-03-01 2020-03-01",84.6,4.22,30,"1991-03-01 2020-03-01",0.48,1.82,30,"1991-03-01 2020-03-01",28.99,2.67,30,"1991-03-01 2020-03-01",-13.2,2.97,30,"1991-03-01 2020-03-01",53.37,4.43,30,"1991-03-01 2020-03-01",-9.11,3,30,"1991-03-01 2020-03-01",4.2,1.06,30,"1991-03-01 2020-03-01",81.72,40.05,30,"1991-03-01 2020-03-01",,,,,,,,,56.6,23.29,29,"1991-03-01 2020-03-01",,,,
2021-02-01,-9.74,2.78,30,"1991-02-01 2020-02-01",84.36,5.04,30,"1991-02-01 2020-02-01",-5.12,2.34,30,"1991-02-01 2020-02-01",29.62,2.42,30,"1991-02-01 2020-02-01",-19.14,3.46,30,"1991-02-01 2020-02-01",57.28,4.78,30,"1991-02-01 2020-02-01",-15.6,3.02,30,"1991-02-01 2020-02-01",4.13,1.69,30,"1991-02-01 2020-02-01",76.26,34.06,30,"1991-02-01 2020-02-01",,,,,,,,,59.1,20.47,29,"1991-02-01 2020-02-01",,,,
2021-01-01,-10.65,2.95,30,"1991-01-01 2020-01-01",85.31,4.4,30,"1991-01-01 2020-01-01",-7.06,2.47,30,"1991-01-01 2020-01-01",29.48,2.76,30,"1991-01-01 2020-01-01",-20.05,3.99,30,"1991-01-01 2020-01-01",61.75,4.51,30,"1991-01-01 2020-01-01",-16.6,3.36,30,"1991-01-01 2020-01-01",4.47,1.86,30,"1991-01-01 2020-01-01",89.11,34.5,30,"1991-01-01 2020-01-01",,,,,,,,,42.5,16.47,30,"1991-01-01 2020-01-01",,,,
2020-12-01,-6.21,2.33,30,"1990-12-01 2019-12-01",89.99,2.68,30,"1990-12-01 2019-12-01",-3.32,2.07,30,"1990-12-01 2019-12-01",27.81,2.79,30,"1990-12-01 2019-12-01",-14.13,3.08,30,"1990-12-01 2019-12-01",67.06,3.71,30,"1990-12-01 2019-12-01",-11.37,2.97,30,"1990-12-01 2019-12-01",3.8,1.35,30,"1990-12-01 2019-12-01",106.75,39.42,30,"1990-12-01 2019-12-01",,,,,,,,,19.1,10.7,30,"1990-12-01 2019-12-01",,,,
2020-11-01,-0.22,1.67,30,"1990-11-01 2019-11-01",91,3.39,30,"1990-11-01 2019-11-01",3.72,1.83,30,"1990-11-01 2019-11-01",26.85,2.87,30,"1990-11-01 2019-11-01",-6.5,2.06,30,"1990-11-01 2019-11-01",63.54,5.05,30,"1990-11-01 2019-11-01",-3.64,1.83,30,"1990-11-01 2019-11-01",3.81,1.15,30,"1990-11-01 2019-11-01",92.87,33.08,30,"1990-11-01 2019-11-01",,,,,,,,,3,4.04,30,"1990-11-01 2019-11-01",,,,
2020-10-01,6.05,1.54,30,"1990-10-01 2019-10-01",92.21,2.35,30,"1990-10-01 2019-10-01",11.34,1.7,30,"1990-10-01 2019-10-01",26.21,2.43,30,"1990-10-01 2019-10-01",0.21,1.77,30,"1990-10-01 2019-10-01",59.36,3.54,30,"1990-10-01 2019-10-01",2.45,1.44,30,"1990-10-01 2019-10-01",3.4,1.3,30,"1990-10-01 2019-10-01",112.75,44.88,30,"1990-10-01 2019-10-01",,,,,,,,,0,0,12,"1990-10-01 2009-10-01",,,,
2020-09-01,12.84,1.23,30,"1990-09-01 2019-09-01",93.34,2.17,30,"1990-09-01 2019-09-01",19.1,1.57,30,"1990-09-01 2019-09-01",23.47,1.8,30,"1990-09-01 2019-09-01",6.77,1.34,30,"1990-09-01 2019-09-01",58.14,3.46,30,"1990-09-01 2019-09-01",8.32,1.25,30,"1990-09-01 2019-09-01",2.09,1.05,30,"1990-09-01 2019-09-01",109.92,32.41,30,"1990-09-01 2019-09-01",,,,,,,,,0,0,7,"1990-09-01 2009-09-01",,,,
2020-08-01,16.54,0.94,30,"1990-08-01 2019-08-01",92.6,2.28,30,"1990-08-01 2019-08-01",24.01,1.03,30,"1990-08-01 2019-08-01",23.11,1.73,30,"1990-08-01 2019-08-01",11.22,1.25,30,"1990-08-01 2019-08-01",55.36,3.55,30,"1990-08-01 2019-08-01",12.89,0.87,30,"1990-08-01 2019-08-01",1.83,0.75,30,"1990-08-01 2019-08-01",108.04,34.01,30,"1990-08-01 2019-08-01",,,,,,,,,0,0,6,"1990-08-01 1995-08-01",,,,
2020-07-01,17.03,1.05,30,"1990-07-01 2019-07-01",92.01,2.04,30,"1990-07-01 2019-07-01",24.98,1.37,30,"1990-07-01 2019-07-01",24.18,2,30,"1990-07-01 2019-07-01",11.79,1.03,30,"1990-07-01 2019-07-01",53.99,4.41,30,"1990-07-01 2019-07-01",13.82,0.94,30,"1990-07-01 2019-07-01",1.95,1.03,30,"1990-07-01 2019-07-01",118.78,50.72,30,"1990-07-01 2019-07-01",,,,,,,,,0,0,6,"1990-07-01 1995-07-01",,,,
2020-06-01,13.97,1.08,30,"1990-06-01 2019-06-01",89.84,2.38,30,"1990-06-01 2019-06-01",22.38,1.18,30,"1990-06-01 2019-06-01",25.28,1.87,30,"1990-06-01 2019-06-01",7.97,1.43,30,"1990-06-01 2019-06-01",50.63,5.08,30,"1990-06-01 2019-06-01",10.9,1.15,30,"1990-06-01 2019-06-01",2.43,1.22,30,"1990-06-01 2019-06-01",116.35,43.05,30,"1990-06-01 2019-06-01",,,,,,,,,0,0,7,"1990-06-01 2009-06-01",,,,
2020-05-01,8.06,1.36,30,"1990-05-01 2019-05-01",86.45,4.03,30,"1990-05-01 2019-05-01",17.36,2.03,30,"1990-05-01 2019-05-01",27.43,1.94,30,"1990-05-01 2019-05-01",1.36,1.65,30,"1990-05-01 2019-05-01",45.18,5.5,30,"1990-05-01 2019-05-01",5.64,1.2,30,"1990-05-01 2019-05-01",3.4,1.35,30,"1990-05-01 2019-05-01",93.21,43.34,30,"1990-05-01 2019-05-01",,,,,,,,,0.4,1.33,13,"1990-05-01 2016-05-01",,,,
2020-04-01,0.77,1.51,30,"1990-04-01 2019-04-01",84.92,4.72,30,"1990-04-01 2019-04-01",8.36,1.67,30,"1990-04-01 2019-04-01",28.58,2.03,30,"1990-04-01 2019-04-01",-5.8,1.82,30,"1990-04-01 2019-04-01",49.01,5.4,30,"1990-04-01 2019-04-01",-1.14,1.62,30,"1990-04-01 2019-04-01",3.91,1.21,30,"1990-04-01 2019-04-01",92.81,42.84,30,"1990-04-01 2019-04-01",,,,,,,,,14,15.84,30,"1990-04-01 2019-04-01",,,,
