"REF_DATE","GEO","DGUID","Sales taxes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","13576.2","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","14582.9","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","15001.5","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","15721.1","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","16168.4","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","16673.9","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","19006.0","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","19365.5","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99924988","11.1.2","20047.3","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","9301.1","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","9835.7","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","10438.2","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","10596.0","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","10768.4","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","11098.9","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","11526.3","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","12285.9","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","13218.4","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","13646.4","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","14291.2","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","14660.9","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","15058.2","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","17187.5","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","17507.4","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Food","Dollars","81","millions","6","v99924989","11.1.3","18047.4","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1075.2","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1128.9","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1192.8","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1214.5","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1266.5","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1245.7","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1255.0","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1290.3","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1364.5","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1355.1","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1429.9","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1507.5","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1615.7","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1818.5","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1858.1","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99924990","11.1.4","1999.9","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","4590.7","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","4731.3","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","4667.1","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","4765.4","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","4887.4","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","5023.5","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","5164.7","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","5391.4","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","5654.9","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","5856.6","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","6002.4","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","6394.5","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","6462.3","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","6924.7","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","7132.3","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99924991","11.1.5","7271.5","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2144.8","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2332.2","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2328.2","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2358.2","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2391.2","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2451.1","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2464.3","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2581.7","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2779.4","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","2970.8","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3149.6","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3295.5","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3394.5","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3629.7","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3687.7","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99924992","11.1.6","3710.2","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1611.4","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1569.2","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1541.4","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1617.2","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1673.7","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1709.5","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1791.6","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1898.2","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","1982.0","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2032.6","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2080.5","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2294.3","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2316.1","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2402.0","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2444.9","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99924993","11.1.7","2494.1","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","","..","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","4.7","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","98.7","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","375.1","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","546.9","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009675","11.1.113","678.2","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","834.6","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","829.8","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","797.5","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","789.9","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","822.4","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","862.9","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","908.8","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","911.4","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","893.5","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","853.2","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","772.3","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","800.0","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","653.0","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","517.9","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","452.9","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009676","11.1.114","389.0","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4251.3","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4265.3","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4162.4","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4345.5","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4514.8","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4577.8","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","4712.3","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","5004.7","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","5550.3","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","5783.7","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","6007.7","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","6522.9","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","6711.5","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","5655.1","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","7036.1","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99924994","11.1.8","7961.8","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","466.5","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","458.8","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","434.6","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","442.6","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","453.6","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","481.0","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","509.5","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","562.5","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","619.0","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","679.4","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","721.4","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","783.8","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","834.6","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","699.0","","","","1"
"2021","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","945.1","","","","1"
"2022","British Columbia","2016A000259","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99924995","11.1.9","1115.2","","","","1"
"2007","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","2959.6","","","","1"
"2008","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","2981.2","","","","1"
"2009","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","2891.7","","","","1"
"2010","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3031.1","","","","1"
"2011","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3173.6","","","","1"
"2012","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3161.0","","","","1"
"2013","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3237.0","","","","1"
"2014","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3412.8","","","","1"
"2015","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3816.5","","","","1"
"2016","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3951.2","","","","1"
"2017","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","4092.4","","","","1"
"2018","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","4507.7","","","","1"
"2019","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","4622.9","","","","1"
"2020","British Columbia","2016A000259","Excluding sales taxes","Garments","Dollars","81","millions","6","v99924996","11.1.10","3834.5","","","","1"
