"REF_DATE","GEO","DGUID","Sales taxes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Excluding sales taxes","Household final consumption expenditure","Dollars","81","millions","6","v99921627","1.1.1","1231172.4","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Household final consumption expenditure","Dollars","81","millions","6","v99921627","1.1.1","1162755.0","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Household final consumption expenditure","Dollars","81","millions","6","v99921627","1.1.1","1257361.4","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Household final consumption expenditure","Dollars","81","millions","6","v99921627","1.1.1","1394914.5","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","73899.3","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","78004.1","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","82679.4","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","84626.8","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","87327.8","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","89822.0","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","92743.8","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","96827.4","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","100768.0","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","103254.4","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","106909.3","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","111182.2","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","115543.8","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","127174.3","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","129547.5","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Food and non-alcoholic beverages","Dollars","81","millions","6","v99921628","1.1.2","137419.8","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","65639.9","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","69425.7","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","73567.7","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","75245.1","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","77672.8","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","80022.7","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","82862.9","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","86719.7","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","90421.4","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","92863.2","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","96155.7","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","99870.7","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","103771.2","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","114207.7","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","115902.7","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Food","Dollars","81","millions","6","v99921629","1.1.3","122369.9","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","8259.4","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","8578.4","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","9111.7","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","9381.7","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","9655.0","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","9799.4","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","9881.0","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","10107.8","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","10346.6","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","10391.2","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","10753.6","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","11311.5","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","11772.6","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","12966.5","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","13644.8","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Non-alcoholic beverages","Dollars","81","millions","6","v99921630","1.1.4","15049.8","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","31855.5","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","32670.2","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","33038.9","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","34287.7","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","35170.3","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","36359.8","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","37186.5","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","38415.0","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","39587.4","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","40661.5","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","41323.7","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","43119.5","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","43906.8","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","47248.8","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","48740.9","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages, tobacco and cannabis","Dollars","81","millions","6","v99921631","1.1.5","49235.4","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","14743.5","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","15548.7","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","15899.5","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","16226.1","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","16695.2","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","17291.7","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","17568.3","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","18154.9","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","18935.6","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","19589.7","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","20352.9","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","21125.1","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","21650.2","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","24101.9","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","24406.7","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Alcoholic beverages","Dollars","81","millions","6","v99921632","1.1.6","24333.1","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","11890.0","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","11912.4","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","12120.4","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","13075.6","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","13261.1","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","13551.1","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","13793.2","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","14416.1","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","14929.8","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","15610.9","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","16029.8","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","16857.1","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","17007.3","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","17306.3","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","17657.3","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Tobacco","Dollars","81","millions","6","v99921633","1.1.7","17922.7","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","","..","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","157.3","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","1177.4","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","2613.6","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","3857.9","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (licensed)","Dollars","81","millions","6","v1077009585","1.1.113","4559.6","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5222.0","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5209.0","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5019.0","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","4986.0","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5214.0","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5517.0","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5825.0","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5844.0","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5722.0","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","5461.0","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","4941.0","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","4980.0","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","4072.0","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","3227.0","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","2819.0","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Cannabis products for non-medical use (unlicensed)","Dollars","81","millions","6","v1077009586","1.1.114","2420.0","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","33307.4","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","33828.7","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","33272.7","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","34719.2","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","35695.4","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","36498.3","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","37814.1","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","39537.0","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","41846.2","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","42453.6","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","43819.4","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","45363.5","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","46521.8","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","37502.3","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","43557.3","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Clothing and footwear","Dollars","81","millions","6","v99921634","1.1.8","52138.2","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3034.1","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3027.9","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","2921.9","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3008.3","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3112.6","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3201.2","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3318.2","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3530.7","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3695.2","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3831.9","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3901.6","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","4061.7","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","4230.9","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","3464.5","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","4248.8","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Clothing materials, other articles of clothing and clothing accessories","Dollars","81","millions","6","v99921635","1.1.9","5265.1","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","24325.1","","","","1"
"2008","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","24751.3","","","","1"
"2009","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","24221.6","","","","1"
"2010","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","25402.6","","","","1"
"2011","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","26046.2","","","","1"
"2012","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","26502.5","","","","1"
"2013","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","27388.2","","","","1"
"2014","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","28499.7","","","","1"
"2015","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","30177.6","","","","1"
"2016","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","30495.8","","","","1"
"2017","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","31495.7","","","","1"
"2018","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","32763.7","","","","1"
"2019","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","33716.8","","","","1"
"2020","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","27086.3","","","","1"
"2021","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","31484.5","","","","1"
"2022","Canada","2016A000011124","Excluding sales taxes","Garments","Dollars","81","millions","6","v99921636","1.1.10","37718.2","","","","1"
"2007","Canada","2016A000011124","Excluding sales taxes","Cleaning of clothing","Dollars","81","millions","6","v99921637","1.1.11","1319.0","","","","1"
