date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-05-01,4.43,1.31,30,"1993-05-01 2022-05-01",77.42,5.84,30,"1993-05-01 2022-05-01",17.57,2.11,30,"1993-05-01 2022-05-01",26.03,2.93,30,"1993-05-01 2022-05-01",-1.78,1.72,30,"1993-05-01 2022-05-01",34.34,6.08,30,"1993-05-01 2022-05-01",5.62,1.46,30,"1993-05-01 2022-05-01",3.83,0.77,30,"1993-05-01 2022-05-01",44.5,24.63,30,"1993-05-01 2022-05-01",,,,,,,,,,,,,,,,
2023-04-01,-0.92,1.79,30,"1993-04-01 2022-04-01",79.26,6.86,30,"1993-04-01 2022-04-01",10.32,2.67,30,"1993-04-01 2022-04-01",25.5,2.95,30,"1993-04-01 2022-04-01",-6.84,1.94,30,"1993-04-01 2022-04-01",38.83,7.77,30,"1993-04-01 2022-04-01",-0.82,1.75,30,"1993-04-01 2022-04-01",4,1.01,30,"1993-04-01 2022-04-01",24.54,16.65,30,"1993-04-01 2022-04-01",,,,,,,,,,,,,,,,
2023-03-01,-5.94,2.59,30,"1993-03-01 2022-03-01",82.42,7.62,30,"1993-03-01 2022-03-01",1.86,3.55,30,"1993-03-01 2022-03-01",22.38,2.5,30,"1993-03-01 2022-03-01",-11.83,2.99,30,"1993-03-01 2022-03-01",50.51,6.98,30,"1993-03-01 2022-03-01",-7.85,3.22,30,"1993-03-01 2022-03-01",3.33,0.84,30,"1993-03-01 2022-03-01",14.99,9.49,30,"1993-03-01 2022-03-01",,,,,,,,,,,,,,,,
2023-02-01,-9.83,4.1,30,"1993-02-01 2022-02-01",82.71,7.08,30,"1993-02-01 2022-02-01",-3.46,4.06,30,"1993-02-01 2022-02-01",20.03,2.51,30,"1993-02-01 2022-02-01",-16.51,4.63,30,"1993-02-01 2022-02-01",56.65,6.03,30,"1993-02-01 2022-02-01",-13.19,4.03,30,"1993-02-01 2022-02-01",2.83,0.98,30,"1993-02-01 2022-02-01",9.93,5.81,30,"1993-02-01 2022-02-01",,,,,,,,,,,,,,,,
2023-01-01,-10.73,3.34,30,"1993-01-01 2022-01-01",84.47,5.33,30,"1993-01-01 2022-01-01",-5.72,3.67,30,"1993-01-01 2022-01-01",19.66,2.88,30,"1993-01-01 2022-01-01",-17.55,3.69,30,"1993-01-01 2022-01-01",63.18,6.18,30,"1993-01-01 2022-01-01",-14.78,3.36,30,"1993-01-01 2022-01-01",2.76,0.89,30,"1993-01-01 2022-01-01",18.84,16.76,30,"1993-01-01 2022-01-01",,,,,,,,,,,,,,,,
2022-12-01,-9.93,3.51,30,"1992-12-01 2021-12-01",84.84,4.96,30,"1992-12-01 2021-12-01",-4.94,4.35,30,"1992-12-01 2021-12-01",19.4,3,30,"1992-12-01 2021-12-01",-16.23,3.96,30,"1992-12-01 2021-12-01",63.52,6.16,30,"1992-12-01 2021-12-01",-13.45,3.91,30,"1992-12-01 2021-12-01",2.96,0.88,30,"1992-12-01 2021-12-01",13.33,10.46,30,"1992-12-01 2021-12-01",,,,,,,,,,,,,,,,
2022-11-01,-4.9,2.7,30,"1992-11-01 2021-11-01",86.76,4.98,30,"1992-11-01 2021-11-01",0.77,3.39,30,"1992-11-01 2021-11-01",20.04,2.74,30,"1992-11-01 2021-11-01",-10.24,3.01,30,"1992-11-01 2021-11-01",61.22,7.21,30,"1992-11-01 2021-11-01",-7.41,3.08,30,"1992-11-01 2021-11-01",3.12,0.9,30,"1992-11-01 2021-11-01",17.34,13.5,30,"1992-11-01 2021-11-01",,,,,,,,,,,,,,,,
2022-10-01,1.21,1.14,30,"1992-10-01 2021-10-01",84.26,5.99,30,"1992-10-01 2021-10-01",10.2,2.44,30,"1992-10-01 2021-10-01",23.55,2.97,30,"1992-10-01 2021-10-01",-3.99,1.41,30,"1992-10-01 2021-10-01",48,8.05,30,"1992-10-01 2021-10-01",0.06,1.29,30,"1992-10-01 2021-10-01",3.17,0.58,30,"1992-10-01 2021-10-01",17.71,10.55,30,"1992-10-01 2021-10-01",,,,,,,,,,,,,,,,
2022-09-01,7.44,1.24,30,"1992-09-01 2021-09-01",86.17,4.68,30,"1992-09-01 2021-09-01",17.75,2.48,30,"1992-09-01 2021-09-01",23.31,2.55,30,"1992-09-01 2021-09-01",2.48,1.25,30,"1992-09-01 2021-09-01",45.47,6.92,30,"1992-09-01 2021-09-01",6.23,1.36,30,"1992-09-01 2021-09-01",3.12,0.83,30,"1992-09-01 2021-09-01",32.57,20.72,30,"1992-09-01 2021-09-01",,,,,,,,,,,,,,,,
2022-08-01,12.32,1.11,30,"1992-08-01 2021-08-01",87.8,4.56,30,"1992-08-01 2021-08-01",22.62,1.57,30,"1992-08-01 2021-08-01",22.93,2.16,30,"1992-08-01 2021-08-01",7.72,1.26,30,"1992-08-01 2021-08-01",46.21,6.28,30,"1992-08-01 2021-08-01",11.31,1.01,30,"1992-08-01 2021-08-01",2.87,0.72,30,"1992-08-01 2021-08-01",50.84,29.5,30,"1992-08-01 2021-08-01",,,,,,,,,,,,,,,,
2022-07-01,13.55,1.23,30,"1992-07-01 2021-07-01",88.1,4.07,30,"1992-07-01 2021-07-01",23.63,1.6,30,"1992-07-01 2021-07-01",24.27,2.35,30,"1992-07-01 2021-07-01",8.74,1.31,30,"1992-07-01 2021-07-01",46.28,6.2,30,"1992-07-01 2021-07-01",12.71,1.15,30,"1992-07-01 2021-07-01",3.02,0.75,30,"1992-07-01 2021-07-01",82.91,32.9,30,"1992-07-01 2021-07-01",,,,,,,,,,,,,,,,
2022-06-01,10.31,1,30,"1992-06-01 2021-06-01",84.65,4.84,30,"1992-06-01 2021-06-01",21.23,1.5,30,"1992-06-01 2021-06-01",24.85,2.38,30,"1992-06-01 2021-06-01",4.94,1.41,30,"1992-06-01 2021-06-01",42.12,5.95,30,"1992-06-01 2021-06-01",10.34,0.94,30,"1992-06-01 2021-06-01",3.72,0.77,30,"1992-06-01 2021-06-01",64.32,33.76,30,"1992-06-01 2021-06-01",,,,,,,,,,,,,,,,
2022-05-01,4.45,1.29,30,"1992-05-01 2021-05-01",77.45,5.84,30,"1992-05-01 2021-05-01",17.55,2.12,30,"1992-05-01 2021-05-01",26.13,2.81,30,"1992-05-01 2021-05-01",-1.73,1.69,30,"1992-05-01 2021-05-01",34.63,6.05,30,"1992-05-01 2021-05-01",5.58,1.48,30,"1992-05-01 2021-05-01",3.86,0.77,30,"1992-05-01 2021-05-01",44.56,24.58,30,"1992-05-01 2021-05-01",,,,,,,,,,,,,,,,
2022-04-01,-0.76,1.78,30,"1992-04-01 2021-04-01",79.44,6.87,30,"1992-04-01 2021-04-01",10.44,2.65,30,"1992-04-01 2021-04-01",25.59,2.9,30,"1992-04-01 2021-04-01",-6.73,1.96,30,"1992-04-01 2021-04-01",39.01,7.77,30,"1992-04-01 2021-04-01",-0.73,1.75,30,"1992-04-01 2021-04-01",3.99,1,30,"1992-04-01 2021-04-01",24.86,16.74,30,"1992-04-01 2021-04-01",,,,,,,,,,,,,,,,
2022-03-01,-5.83,2.72,30,"1992-03-01 2021-03-01",82.34,7.6,30,"1992-03-01 2021-03-01",2.01,3.68,30,"1992-03-01 2021-03-01",22.41,2.46,30,"1992-03-01 2021-03-01",-11.69,3.12,30,"1992-03-01 2021-03-01",50.46,6.98,30,"1992-03-01 2021-03-01",-7.67,3.38,30,"1992-03-01 2021-03-01",3.29,0.87,30,"1992-03-01 2021-03-01",14.5,9.35,30,"1992-03-01 2021-03-01",,,,,,,,,,,,,,,,
2022-02-01,-9.78,4.12,30,"1992-02-01 2021-02-01",82.91,7.08,30,"1992-02-01 2021-02-01",-3.43,4.07,30,"1992-02-01 2021-02-01",20.02,2.51,30,"1992-02-01 2021-02-01",-16.41,4.66,30,"1992-02-01 2021-02-01",56.93,6.11,30,"1992-02-01 2021-02-01",-13.14,4.05,30,"1992-02-01 2021-02-01",2.81,0.97,30,"1992-02-01 2021-02-01",10.58,7.02,30,"1992-02-01 2021-02-01",,,,,,,,,,,,,,,,
2022-01-01,-10.57,3.49,30,"1992-01-01 2021-01-01",84.64,5.37,30,"1992-01-01 2021-01-01",-5.59,3.78,30,"1992-01-01 2021-01-01",19.73,2.86,30,"1992-01-01 2021-01-01",-17.37,3.81,30,"1992-01-01 2021-01-01",63.35,6.18,30,"1992-01-01 2021-01-01",-14.62,3.48,30,"1992-01-01 2021-01-01",2.77,0.89,30,"1992-01-01 2021-01-01",18.61,16.69,30,"1992-01-01 2021-01-01",,,,,,,,,,,,,,,,
2021-12-01,-9.66,3.32,30,"1991-12-01 2020-12-01",84.9,4.91,30,"1991-12-01 2020-12-01",-4.66,4.18,30,"1991-12-01 2020-12-01",19.52,2.91,30,"1991-12-01 2020-12-01",-15.96,3.82,30,"1991-12-01 2020-12-01",63.58,6.14,30,"1991-12-01 2020-12-01",-13.2,3.83,30,"1991-12-01 2020-12-01",2.96,0.88,30,"1991-12-01 2020-12-01",12.88,9.95,30,"1991-12-01 2020-12-01",,,,,,,,,,,,,,,,
2021-11-01,-4.92,2.7,30,"1991-11-01 2020-11-01",86.93,4.99,30,"1991-11-01 2020-11-01",0.63,3.34,30,"1991-11-01 2020-11-01",20.22,2.68,30,"1991-11-01 2020-11-01",-10.3,3.02,30,"1991-11-01 2020-11-01",61.73,7,30,"1991-11-01 2020-11-01",-7.51,3.09,30,"1991-11-01 2020-11-01",3.18,0.84,30,"1991-11-01 2020-11-01",17.19,13.54,30,"1991-11-01 2020-11-01",,,,,,,,,,,,,,,,
2021-10-01,1.18,1.19,30,"1991-10-01 2020-10-01",84.38,5.91,30,"1991-10-01 2020-10-01",10.02,2.52,30,"1991-10-01 2020-10-01",23.72,2.84,30,"1991-10-01 2020-10-01",-4.07,1.55,30,"1991-10-01 2020-10-01",48.54,7.82,30,"1991-10-01 2020-10-01",-0.05,1.42,30,"1991-10-01 2020-10-01",3.2,0.58,30,"1991-10-01 2020-10-01",19.1,13.17,30,"1991-10-01 2020-10-01",,,,,,,,,,,,,,,,
2021-09-01,7.44,1.24,30,"1991-09-01 2020-09-01",86.15,4.69,30,"1991-09-01 2020-09-01",17.67,2.45,30,"1991-09-01 2020-09-01",23.44,2.54,30,"1991-09-01 2020-09-01",2.46,1.25,30,"1991-09-01 2020-09-01",45.74,6.79,30,"1991-09-01 2020-09-01",6.19,1.34,30,"1991-09-01 2020-09-01",3.16,0.83,30,"1991-09-01 2020-09-01",31.91,21.01,30,"1991-09-01 2020-09-01",,,,,,,,,,,,,,,,
2021-08-01,12.41,1.15,30,"1991-08-01 2020-08-01",87.91,4.5,30,"1991-08-01 2020-08-01",22.67,1.63,30,"1991-08-01 2020-08-01",22.9,2.2,30,"1991-08-01 2020-08-01",7.8,1.3,30,"1991-08-01 2020-08-01",46.32,6.2,30,"1991-08-01 2020-08-01",11.35,1.07,30,"1991-08-01 2020-08-01",2.82,0.74,30,"1991-08-01 2020-08-01",53.58,31.98,30,"1991-08-01 2020-08-01",,,,,,,,,,,,,,,,
2021-07-01,13.5,1.26,30,"1991-07-01 2020-07-01",88.19,3.9,30,"1991-07-01 2020-07-01",23.57,1.55,30,"1991-07-01 2020-07-01",24.35,2.28,30,"1991-07-01 2020-07-01",8.69,1.34,30,"1991-07-01 2020-07-01",46.23,6.26,30,"1991-07-01 2020-07-01",12.63,1.07,30,"1991-07-01 2020-07-01",2.99,0.75,30,"1991-07-01 2020-07-01",82.69,33.31,30,"1991-07-01 2020-07-01",,,,,,,,,,,,,,,,
2021-06-01,10.29,0.98,30,"1991-06-01 2020-06-01",85.1,4.72,30,"1991-06-01 2020-06-01",21.05,1.37,30,"1991-06-01 2020-06-01",24.85,2.38,30,"1991-06-01 2020-06-01",4.94,1.4,30,"1991-06-01 2020-06-01",42.56,6.05,30,"1991-06-01 2020-06-01",10.23,0.8,30,"1991-06-01 2020-06-01",3.68,0.77,30,"1991-06-01 2020-06-01",66.91,33.71,30,"1991-06-01 2020-06-01",,,,,,,,,,,,,,,,
2021-05-01,4.52,1.32,30,"1991-05-01 2020-05-01",77.56,5.91,30,"1991-05-01 2020-05-01",17.57,2.12,30,"1991-05-01 2020-05-01",26.13,2.8,30,"1991-05-01 2020-05-01",-1.66,1.73,30,"1991-05-01 2020-05-01",34.68,6.07,30,"1991-05-01 2020-05-01",5.61,1.47,30,"1991-05-01 2020-05-01",3.78,0.81,30,"1991-05-01 2020-05-01",45.54,25.95,30,"1991-05-01 2020-05-01",,,,,,,,,,,,,,,,
2021-04-01,-0.65,1.76,30,"1991-04-01 2020-04-01",79.55,6.84,30,"1991-04-01 2020-04-01",10.47,2.67,30,"1991-04-01 2020-04-01",25.64,2.82,30,"1991-04-01 2020-04-01",-6.58,1.93,30,"1991-04-01 2020-04-01",39.29,7.48,30,"1991-04-01 2020-04-01",-0.64,1.77,30,"1991-04-01 2020-04-01",3.98,1.01,30,"1991-04-01 2020-04-01",26.18,16.69,30,"1991-04-01 2020-04-01",,,,,,,,,,,,,,,,
2021-03-01,-5.95,2.65,30,"1991-03-01 2020-03-01",82.4,7.61,30,"1991-03-01 2020-03-01",1.78,3.53,30,"1991-03-01 2020-03-01",22.36,2.5,30,"1991-03-01 2020-03-01",-11.82,3.09,30,"1991-03-01 2020-03-01",50.9,6.73,30,"1991-03-01 2020-03-01",-7.83,3.36,30,"1991-03-01 2020-03-01",3.26,0.92,30,"1991-03-01 2020-03-01",15.12,9.13,30,"1991-03-01 2020-03-01",,,,,,,,,,,,,,,,
2021-02-01,-9.33,4.13,30,"1991-02-01 2020-02-01",83.06,7.02,30,"1991-02-01 2020-02-01",-2.99,4.12,30,"1991-02-01 2020-02-01",20.12,2.52,30,"1991-02-01 2020-02-01",-15.95,4.66,30,"1991-02-01 2020-02-01",57.13,6.04,30,"1991-02-01 2020-02-01",-12.69,4.14,30,"1991-02-01 2020-02-01",2.75,0.97,30,"1991-02-01 2020-02-01",10.99,7.16,30,"1991-02-01 2020-02-01",,,,,,,,,,,,,,,,
2021-01-01,-10.71,3.5,30,"1991-01-01 2020-01-01",84.26,5.9,30,"1991-01-01 2020-01-01",-5.74,3.72,30,"1991-01-01 2020-01-01",19.82,2.87,30,"1991-01-01 2020-01-01",-17.55,3.79,30,"1991-01-01 2020-01-01",63.26,6.3,30,"1991-01-01 2020-01-01",-14.74,3.41,30,"1991-01-01 2020-01-01",2.81,0.94,30,"1991-01-01 2020-01-01",18.84,16.55,30,"1991-01-01 2020-01-01",,,,,,,,,,,,,,,,
2020-12-01,-9.9,3.31,30,"1990-12-01 2019-12-01",84.73,5.06,30,"1990-12-01 2019-12-01",-4.94,4.12,30,"1990-12-01 2019-12-01",19.71,2.9,30,"1990-12-01 2019-12-01",-16.3,3.92,30,"1990-12-01 2019-12-01",63.58,6.14,30,"1990-12-01 2019-12-01",-13.5,3.85,30,"1990-12-01 2019-12-01",2.99,0.87,30,"1990-12-01 2019-12-01",13.8,10.23,30,"1990-12-01 2019-12-01",,,,,,,,,,,,,,,,
2020-11-01,-5.04,2.76,30,"1990-11-01 2019-11-01",86.76,5.03,30,"1990-11-01 2019-11-01",0.54,3.37,30,"1990-11-01 2019-11-01",20.3,2.62,30,"1990-11-01 2019-11-01",-10.45,3.15,30,"1990-11-01 2019-11-01",61.52,7.09,30,"1990-11-01 2019-11-01",-7.61,3.16,30,"1990-11-01 2019-11-01",3.2,0.81,30,"1990-11-01 2019-11-01",17.35,13.63,30,"1990-11-01 2019-11-01",,,,,,,,,,,,,,,,
2020-10-01,1.17,1.21,30,"1990-10-01 2019-10-01",84.27,5.98,30,"1990-10-01 2019-10-01",10.08,2.46,30,"1990-10-01 2019-10-01",23.84,2.76,30,"1990-10-01 2019-10-01",-4.05,1.51,30,"1990-10-01 2019-10-01",48.5,7.84,30,"1990-10-01 2019-10-01",-0.05,1.42,30,"1990-10-01 2019-10-01",3.15,0.65,30,"1990-10-01 2019-10-01",19.47,13.1,30,"1990-10-01 2019-10-01",,,,,,,,,,,,,,,,
2020-09-01,7.41,1.22,30,"1990-09-01 2019-09-01",86.07,4.75,30,"1990-09-01 2019-09-01",17.73,2.49,30,"1990-09-01 2019-09-01",23.48,2.51,30,"1990-09-01 2019-09-01",2.45,1.25,30,"1990-09-01 2019-09-01",45.48,6.99,30,"1990-09-01 2019-09-01",6.19,1.34,30,"1990-09-01 2019-09-01",3.11,0.89,30,"1990-09-01 2019-09-01",32.21,20.68,30,"1990-09-01 2019-09-01",,,,,,,,,,,,,,,,
2020-08-01,12.41,1.16,30,"1990-08-01 2019-08-01",87.91,4.5,30,"1990-08-01 2019-08-01",22.65,1.63,30,"1990-08-01 2019-08-01",22.78,2.27,30,"1990-08-01 2019-08-01",7.83,1.29,30,"1990-08-01 2019-08-01",46.56,6.11,30,"1990-08-01 2019-08-01",11.35,1.07,30,"1990-08-01 2019-08-01",2.79,0.76,30,"1990-08-01 2019-08-01",53.22,31.7,30,"1990-08-01 2019-08-01",,,,,,,,,,,,,,,,
2020-07-01,13.46,1.27,30,"1990-07-01 2019-07-01",87.99,3.99,30,"1990-07-01 2019-07-01",23.54,1.56,30,"1990-07-01 2019-07-01",24.31,2.33,30,"1990-07-01 2019-07-01",8.64,1.35,30,"1990-07-01 2019-07-01",46.19,6.25,30,"1990-07-01 2019-07-01",12.61,1.07,30,"1990-07-01 2019-07-01",2.97,0.74,30,"1990-07-01 2019-07-01",83.71,34.89,30,"1990-07-01 2019-07-01",,,,,,,,,,,,,,,,
2020-06-01,10.28,0.98,30,"1990-06-01 2019-06-01",85.04,4.71,30,"1990-06-01 2019-06-01",21.07,1.37,30,"1990-06-01 2019-06-01",24.9,2.34,30,"1990-06-01 2019-06-01",4.92,1.4,30,"1990-06-01 2019-06-01",42.52,6.04,30,"1990-06-01 2019-06-01",10.22,0.8,30,"1990-06-01 2019-06-01",3.63,0.82,30,"1990-06-01 2019-06-01",65.17,33.02,30,"1990-06-01 2019-06-01",,,,,,,,,,,,,,,,
2020-05-01,4.54,1.34,30,"1990-05-01 2019-05-01",77.7,6,30,"1990-05-01 2019-05-01",17.59,2.12,30,"1990-05-01 2019-05-01",26.09,2.85,30,"1990-05-01 2019-05-01",-1.64,1.74,30,"1990-05-01 2019-05-01",34.61,6.05,30,"1990-05-01 2019-05-01",5.6,1.47,30,"1990-05-01 2019-05-01",3.71,0.87,30,"1990-05-01 2019-05-01",43.85,24.42,30,"1990-05-01 2019-05-01",,,,,,,,,,,,,,,,
2020-04-01,-0.53,1.67,30,"1990-04-01 2019-04-01",79.9,6.78,30,"1990-04-01 2019-04-01",10.54,2.64,30,"1990-04-01 2019-04-01",25.67,2.8,30,"1990-04-01 2019-04-01",-6.43,1.85,30,"1990-04-01 2019-04-01",39.47,7.48,30,"1990-04-01 2019-04-01",-0.57,1.73,30,"1990-04-01 2019-04-01",3.93,1.04,30,"1990-04-01 2019-04-01",27.49,16.34,30,"1990-04-01 2019-04-01",,,,,,,,,,,,,,,,
2020-03-01,-5.78,2.65,30,"1990-03-01 2019-03-01",82.37,7.62,30,"1990-03-01 2019-03-01",2,3.57,30,"1990-03-01 2019-03-01",22.32,2.52,30,"1990-03-01 2019-03-01",-11.63,3.08,30,"1990-03-01 2019-03-01",50.84,6.75,30,"1990-03-01 2019-03-01",-7.61,3.36,30,"1990-03-01 2019-03-01",3.22,0.91,30,"1990-03-01 2019-03-01",15.22,9.12,30,"1990-03-01 2019-03-01",,,,,,,,,,,,,,,,
2020-02-01,-9.45,4.12,30,"1990-02-01 2019-02-01",82.91,7.05,30,"1990-02-01 2019-02-01",-3.11,4.09,30,"1990-02-01 2019-02-01",20.23,2.51,30,"1990-02-01 2019-02-01",-16.1,4.71,30,"1990-02-01 2019-02-01",57.21,5.94,30,"1990-02-01 2019-02-01",-12.83,4.16,30,"1990-02-01 2019-02-01",2.79,0.96,30,"1990-02-01 2019-02-01",11.07,7.26,30,"1990-02-01 2019-02-01",,,,,,,,,,,,,,,,
2020-01-01,-10.55,3.49,30,"1990-01-01 2019-01-01",84.22,5.91,30,"1990-01-01 2019-01-01",-5.58,3.73,30,"1990-01-01 2019-01-01",19.93,2.86,30,"1990-01-01 2019-01-01",-17.4,3.78,30,"1990-01-01 2019-01-01",63.2,6.36,30,"1990-01-01 2019-01-01",-14.56,3.43,30,"1990-01-01 2019-01-01",2.8,0.94,30,"1990-01-01 2019-01-01",18.61,16.56,30,"1990-01-01 2019-01-01",,,,,,,,,,,,,,,,
2019-12-01,-9.88,3.32,30,"1989-12-01 2018-12-01",84.65,5.05,30,"1989-12-01 2018-12-01",-4.93,4.13,30,"1989-12-01 2018-12-01",19.92,2.72,30,"1989-12-01 2018-12-01",-16.29,3.93,30,"1989-12-01 2018-12-01",63.51,6.12,30,"1989-12-01 2018-12-01",-13.46,3.87,30,"1989-12-01 2018-12-01",2.97,0.88,30,"1989-12-01 2018-12-01",14,10.19,30,"1989-12-01 2018-12-01",,,,,,,,,,,,,,,,
